MUNICIPIO,UF,QTD_PARTICIPANTES,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,NOTA_GERAL_MEDIA,RENDA_FAMILIAR_SM_MEDIA
MARITUBA,PA,2449,462.14863209473253,484.27276439363004,499.65867701102496,466.8939158840343,540.7513270722744,490.7450632911392,0.9336734693877551
MARTINÓPOLIS,SP,341,488.6548387096774,511.9612903225806,531.7228739002933,530.1873900293255,574.4281524926686,527.3909090909091,1.7399380804953561
MARUIM,SE,371,452.69245283018864,472.4051212938005,492.2463611859838,456.8204851752021,535.2021563342319,481.8733153638814,0.8849255583126551
MARÍLIA,SP,2419,523.3180653162464,547.3795369987598,554.3818106655643,572.1482430756512,650.111616370401,569.4678544853244,2.103494094488189
MASSAPÊ,CE,560,461.3753571428572,484.6482142857143,498.85374999999993,489.1121428571428,548.8928571428571,496.5764642857142,0.6609833465503568
MATA DE SÃO JOÃO,BA,306,465.07614379084964,477.25522875816995,505.8254901960785,467.35718954248364,530.3921568627451,489.1812418300653,0.9211292200232829
MATEUS LEME,MG,300,490.49733333333336,522.4046666666667,536.965,530.6896666666667,585.1333333333333,533.138,1.575776397515528
MATINHA,MA,347,445.0631123919308,459.9,479.593083573487,448.80922190201727,525.014409221902,471.6759654178674,0.6339137645107794
MATINHOS,PR,396,493.2108585858586,518.1737373737374,532.6563131313131,522.6934343434343,547.979797979798,522.9428282828284,1.728497409326425
MATOZINHOS,MG,517,494.1638297872341,531.2381044487427,538.4858800773694,528.2479690522244,599.651837524178,538.3575241779497,1.7434977578475337
MATÃO,SP,747,519.4243641231593,543.4704149933066,555.7481927710844,554.831593038822,606.1044176706828,555.9157965194111,2.2164153529814943
MAURITI,CE,1017,461.312389380531,473.86125860373653,487.47954768928224,479.7695181907571,578.9577187807276,496.2760865290069,0.6973595125253893
MAUÁ,SP,3211,495.071815633759,529.0052943008409,545.4552164434756,532.458891311118,576.9043911554033,535.7791217689194,1.9054645849200305
MAUÁ DA SERRA,PR,203,487.6093596059113,520.15960591133,527.6467980295566,527.9625615763547,561.871921182266,525.0500492610837,1.79518779342723
MAUÉS,AM,370,455.9781081081081,488.83486486486487,492.07324324324327,470.2905405405405,540.8108108108108,489.5975135135135,0.9360200364298725
MAZAGÃO,AP,271,438.78081180811813,453.72767527675273,461.1409594095941,441.4376383763838,489.8154981549815,456.98051660516603,0.7434312210200927
MEDEIROS NETO,BA,266,465.1266917293233,485.21804511278197,503.70601503759394,476.74774436090223,539.3233082706766,494.02436090225564,1.0351941747572815
MEDIANEIRA,PR,934,504.17462526766593,532.5443254817988,537.7702355460385,542.3722698072805,569.271948608137,537.2266809421842,2.118673647469459
MESQUITA,RJ,1478,482.1512178619756,508.0411366711773,528.58849797023,507.43883626522324,567.65899864682,518.7757374830852,1.4659124519372966
MIGUEL ALVES,PI,206,449.2898058252427,473.5873786407767,485.17864077669907,457.75048543689326,541.9417475728155,481.5496116504854,0.7696078431372549
MIGUEL CALMON,BA,572,466.019055944056,487.6061188811189,501.85979020979016,477.02430069930074,562.6223776223776,499.0263286713287,0.8446139180171592
MIGUEL PEREIRA,RJ,475,495.0,520.0315789473684,542.4494736842105,535.1526315789474,613.6842105263158,541.2635789473685,1.5179914070891514
MILAGRES,BA,1049,469.05376549094376,487.34632983794086,500.390943755958,486.85500476644427,591.8207816968542,507.0933651096282,0.7592975206611571
MIMOSO DO SUL,ES,286,491.63496503496503,514.4097902097902,519.1629370629371,524.4325174825175,583.7062937062936,526.6693006993007,1.3497615262321145
MINAS NOVAS,MG,431,476.72064965197217,495.7450116009281,509.2603248259861,493.9327146171694,554.8955916473318,506.1108584686775,0.9987966305655837
MINAÇU,GO,350,475.046,504.13457142857146,524.3508571428571,500.7517142857143,589.8857142857142,518.8337714285715,1.3793532338308458
MINEIROS,GO,826,487.14903147699755,506.3673123486683,525.5929782082325,515.9646489104116,613.2687651331719,529.6685472154965,1.5573919833420093
MIRACATU,SP,162,478.91604938271604,514.5061728395061,531.4111111111112,523.6913580246913,575.679012345679,524.8407407407408,1.3924278846153846
MIRACEMA,RJ,333,487.8594594594595,510.9555555555556,531.103003003003,514.0138138138138,630.3303303303303,534.8524324324324,1.3630401234567902
MIRACEMA DO TOCANTINS,TO,760,451.7371052631579,469.7042105263158,488.1142105263158,459.4336842105263,525.7631578947369,478.9504736842106,1.0132538104705102
MIRANDA,MS,206,461.52475728155343,489.3271844660194,500.67427184466015,478.0796116504854,525.3398058252427,490.9891262135922,1.0982944344703771
MIRANDIBA,PE,301,458.8877076411961,479.30897009966776,491.4378737541528,488.30365448504983,545.0498338870432,492.5976079734219,0.8266267123287672
MIRANDÓPOLIS,SP,312,512.4182692307693,532.8307692307693,536.5375,543.2092948717948,597.6282051282051,544.5248076923077,2.257911392405063
MIRANTE DA SERRA,RO,192,468.31666666666666,487.77500000000003,501.83177083333334,491.8520833333334,554.375,500.83010416666673,1.204639175257732
MIRANTE DO PARANAPANEMA,SP,254,479.3283464566929,498.21220472440945,523.2295275590551,505.18897637795277,554.6456692913385,512.1209448818897,1.2096577017114913
MIRASSOL,SP,509,519.2925343811395,548.7559921414538,558.2850687622789,564.9312377210216,621.5717092337917,562.5673084479372,2.294126654112319
MIRASSOL D'OESTE,MT,344,468.8020348837209,492.95203488372096,502.9372093023256,483.675,536.9767441860465,497.0686046511628,1.582857142857143
MIRINZAL,MA,432,435.36736111111117,450.30138888888894,471.6268518518518,435.4668981481482,510.462962962963,460.64509259259256,0.6301369863013698
MISSÃO VELHA,CE,563,476.87442273534634,491.7262877442274,502.8554174067495,493.4277087033748,602.7353463587922,513.523836589698,0.8145248380129589
MOCAJUBA,PA,1017,446.64267453294,453.2070796460177,468.1880039331367,449.4872173058014,527.4532940019666,468.9956538839725,0.6413667188315075
MOCOCA,SP,726,521.5754820936639,540.8695592286501,549.7165289256199,565.6866391184573,650.1377410468319,565.5971900826446,2.206342311033884
MOGI DAS CRUZES,SP,5152,503.54770962732914,532.3370923913044,547.3538043478261,549.0615100931677,596.1180124223603,545.6836257763974,1.9322622568790893
MOGI GUAÇU,SP,990,524.7691919191919,552.2051515151514,560.4878787878788,574.1004040404041,622.1818181818181,566.7488888888889,2.351138565891473
MOGI MIRIM,SP,737,528.3132971506107,553.7936227951153,559.9839891451832,584.2867028493894,621.438263229308,569.5631750339213,2.5680894308943087
MOJU,PA,946,451.67019027484145,459.2646934460888,477.27304439746297,447.48467230443975,526.9767441860465,472.5338689217759,0.779557873820169
MOMBAÇA,CE,570,464.5115789473684,490.4973684210526,505.03245614035086,499.1014035087719,573.8947368421053,506.6075087719299,0.678539626001781
MONGAGUÁ,SP,363,491.29889807162533,520.2556473829201,539.3592286501378,532.2685950413223,561.4325068870523,528.9229752066116,1.4846115035317862
MONSENHOR GIL,PI,416,447.4298076923077,461.3233173076923,487.78822115384617,462.14927884615383,533.7980769230769,478.49774038461527,0.8274155995343423
MONSENHOR TABOSA,CE,283,449.30989399293287,474.016961130742,496.3035335689046,472.91625441696107,533.6395759717315,485.2372438162544,0.5368284228769498
MONTANHA,ES,329,493.00303951367783,515.9039513677811,522.8252279635259,523.1267477203647,595.9270516717326,530.1572036474164,1.2105809128630705
MONTE ALEGRE,PA,832,450.37007211538463,472.4097355769231,481.86778846153845,454.2734375,559.3269230769231,483.64959134615384,0.7476998274870615
MONTE ALEGRE DE SERGIPE,SE,229,468.85851528384285,487.42008733624453,498.8803493449782,491.21528384279475,615.1091703056769,512.2966812227074,0.723186119873817
MONTE ALTO,SP,467,522.3025695931477,543.2822269807281,552.9312633832976,573.8481798715203,646.2526766595289,567.7233832976445,2.316924066924067
MONTE APRAZÍVEL,SP,344,514.1941860465116,539.381976744186,544.8252906976744,552.0325581395349,617.3255813953489,553.5519186046512,2.1432532347504623
MONTE AZUL,MG,462,470.1090909090909,488.0694805194805,508.79783549783554,510.64329004329005,560.8225108225108,507.68844155844164,0.9827712609970675
MONTE CARMELO,MG,780,490.25871794871796,515.891282051282,528.2565384615384,526.7048717948718,609.4358974358975,534.1094615384616,1.5977119279819956
MONTE MOR,SP,420,497.8045238095238,521.9702380952381,539.9697619047619,537.5892857142857,562.3333333333334,531.9334285714286,1.8622596153846154
MONTE NEGRO,RO,124,453.31693548387096,476.19032258064516,493.8491935483871,469.31532258064516,521.7741935483871,482.8891935483871,1.403076923076923
MONTE SANTO,BA,427,449.83442622950815,471.53911007025766,490.1014051522248,461.51709601873534,532.5526932084309,481.1089461358314,0.6823453608247423
MONTE SIÃO,MG,348,504.2988505747126,532.8781609195403,549.7094827586207,554.3793103448276,617.816091954023,551.8163793103447,1.8351769911504425
MONTEIRO,PB,934,461.37023554603854,488.40053533190576,501.9655246252677,479.5949678800857,557.237687366167,497.713790149893,0.7552766685681689
MONTENEGRO,RS,723,500.6276625172891,531.5327800829875,545.1781466113416,547.3659751037344,587.6625172890733,542.4734163208852,2.1119335347432022
MONTES ALTOS,MA,433,448.2023094688222,465.31685912240187,478.83048498845267,457.5990762124711,525.2193995381062,475.0336258660508,0.7642607683352736
MONTES CLAROS,MG,9489,504.08310675519016,530.3429971546001,539.8079987353777,539.3768995679208,632.0602803245864,549.134256507535,1.5751622889722137
MORADA NOVA,CE,972,474.4302469135803,490.2738683127572,509.1415637860082,502.48816872427983,596.7489711934156,514.6165637860082,0.817174515235457
MORENO,PE,1105,475.9574660633484,495.79891402714935,511.90018099547507,492.7405429864254,566.4253393665158,508.5644886877828,1.062616604477612
MORRINHOS,GO,744,491.1293010752688,511.94059139784946,526.3362903225807,524.1112903225807,630.994623655914,536.9024193548387,1.6390306122448979
MORRO DO CHAPÉU,BA,763,460.870249017038,475.00969855832244,498.23420707732635,473.4646133682831,534.6264744429882,488.44104849279165,0.8308538163001293
MOSSORÓ,RN,7217,487.4938478592213,505.85557710960234,524.2492586947485,519.5987945129556,598.0712207288346,527.0537397810724,1.4000406864920847
MOSTARDAS,RS,131,457.7053435114504,486.9984732824428,505.36641221374043,486.8633587786259,523.9694656488549,492.1806106870229,1.2328767123287672
MUCAJAÍ,RR,105,448.8933333333334,483.5,487.6457142857143,450.6457142857143,534.6666666666666,481.0702857142857,1.1453703703703704
MUCURI,BA,384,488.9252604166666,507.82786458333334,518.6049479166667,519.9395833333333,579.1145833333334,522.8824479166667,1.2922207446808511
MULUNGU,CE,233,452.83390557939913,473.4158798283262,495.1257510729614,468.2618025751073,542.4892703862661,486.425321888412,0.5523598820058997
MURIAÉ,MG,1999,503.4184592296148,529.6427713856928,536.9982991495748,549.1098549274637,640.6603301650825,551.9659429714858,1.5748456790123457
MURITIBA,BA,361,465.71717451523546,484.59030470914126,506.75567867036006,481.7008310249307,554.0720221606648,498.56720221606645,0.8997813411078717
MUTUM,MG,263,500.9771863117871,526.4836501901141,536.7771863117871,551.3692015209126,603.1939163498099,543.7602281368821,1.3182397959183674
MUTUÍPE,BA,645,458.1068217054264,474.6996899224806,491.6773643410853,464.1913178294574,560.8372093023256,489.9024806201551,0.8321917808219178
MUZAMBINHO,MG,613,505.9401305057096,539.6654159869495,546.7913539967374,560.3642740619902,621.1092985318107,554.7740946166393,1.8061545372866128
MÂNCIO LIMA,AC,382,451.75628272251305,456.5921465968587,485.2712041884817,451.87120418848167,551.9895287958116,479.4960732984293,0.7802083333333333
MÃE DO RIO,PA,639,452.6001564945227,467.1610328638498,484.7179968701095,455.96713615023475,539.4992175273866,479.9891079812207,0.805327868852459
NANUQUE,MG,536,470.84179104477613,491.9406716417911,511.99720149253733,488.94645522388055,558.2462686567164,504.3944776119403,1.1320272572402044
NATAL,RN,22039,509.2469213666682,534.2541585371388,544.0413948001271,544.506420436499,624.4502926630065,551.2998375606879,1.65627211522583
NATIVIDADE,TO,127,442.0015748031496,456.46929133858265,475.25905511811027,445.0251968503937,510.0787401574803,465.7667716535433,0.9755917159763313
NAVEGANTES,SC,630,482.2450793650794,513.325873015873,524.9860317460318,511.3771428571428,546.8253968253969,515.7519047619047,1.8320493066255779
NAVIRAÍ,MS,733,477.98267394270124,499.0643929058663,517.1858117326058,506.537517053206,554.4611186903138,511.04630286493864,1.4072557876905702
NAZARÉ,BA,782,458.1960358056266,474.76982097186703,494.0095907928389,465.50920716112535,540.1278772378516,486.5225063938618,0.747001998667555
NAZARÉ DA MATA,PE,947,475.050580781415,492.7028511087645,509.9461457233368,491.0633579725449,596.5364308342133,513.0598732840549,0.9585522475189726
NEPOMUCENO,MG,298,504.0610738255034,528.8781879194631,535.1261744966444,547.0127516778523,618.3221476510067,546.680067114094,1.554421768707483
NERÓPOLIS,GO,575,478.93878260869565,502.92504347826093,517.0841739130435,501.6325217391305,581.8782608695652,516.4917565217391,1.3699763593380614
NEÓPOLIS,SE,560,440.06714285714287,454.8394642857143,473.99625000000003,442.1221428571428,516.4642857142857,465.4978571428571,0.7136504253673627
NHAMUNDÁ,AM,253,442.9130434782609,467.3723320158103,472.5561264822134,454.2774703557312,534.3873517786561,474.3012648221344,0.625
NILÓPOLIS,RJ,2538,491.5322301024429,519.7788810086682,537.2762411347518,520.6734436564224,599.3853427895981,533.7292277383767,1.6285742194114499
NIOAQUE,MS,127,455.1677165354331,485.34015748031493,491.87637795275594,465.75826771653544,496.8503937007874,478.99858267716536,1.197508896797153
NIQUELÂNDIA,GO,468,475.15491452991455,495.17243589743595,510.0867521367521,498.2989316239316,572.7350427350427,510.28961538461533,1.3491535671100363
NITERÓI,RJ,9007,520.3186632619074,554.4561341179084,559.8571555456867,569.2983568335738,667.4097923837015,574.2680204285556,2.123419873061034
NOSSA SENHORA APARECIDA,SE,202,459.84752475247524,489.00148514851486,490.0767326732673,474.9014851485149,590.8910891089109,500.94366336633664,0.9817073170731707
NOSSA SENHORA DA GLÓRIA,SE,1150,469.40843478260865,490.43982608695654,500.64513043478263,492.305652173913,569.2347826086957,504.40676521739135,0.8938337801608579
NOSSA SENHORA DAS DORES,SE,635,457.43763779527563,471.06519685039376,486.20283464566927,462.9946456692913,562.5196850393701,488.044,0.802064631956912
NOSSA SENHORA DO LIVRAMENTO,MT,70,452.7142857142857,489.4257142857143,513.31,481.5,529.4285714285714,493.2757142857143,1.3358895705521472
NOSSA SENHORA DO SOCORRO,SE,2081,469.6545891398366,488.09548294089376,506.7108121095627,481.38366170110527,573.0129745314753,503.77150408457476,0.9795318512184694
NOVA ANDRADINA,MS,598,481.23996655518397,508.52107023411367,521.1280936454849,507.4075250836121,532.809364548495,510.221204013378,1.6063419761737912
NOVA BRASILÂNDIA D'OESTE,RO,175,482.94628571428575,504.05600000000004,512.1228571428571,502.1171428571429,539.0857142857143,508.0656,1.1553398058252426
NOVA CRUZ,RN,1231,465.0582453290008,488.60381803411866,505.4661251015435,496.4154346060114,580.5686433793663,507.22245329000805,0.9742304104477612
NOVA ERA,MG,465,494.1713978494624,524.0769892473118,533.1481720430107,537.0238709677419,589.6344086021505,535.6109677419355,1.564635535307517
NOVA ESPERANÇA,PR,324,487.52067901234574,512.8179012345679,527.5212962962963,506.49691358024694,589.6296296296297,524.7972839506173,1.8990793201133145
NOVA FRIBURGO,RJ,2353,519.9060773480663,554.5845303867403,559.2514237144072,568.1795155121122,687.267318317042,577.8377730556737,1.8949682462139716
NOVA IGUAÇU,RJ,8154,484.73388520971304,509.1546112337503,528.9872700515085,506.1859700760363,579.112092224675,521.6347657591366,1.4277905973555807
NOVA LIMA,MG,1134,519.2148148148148,545.928835978836,553.4544091710759,566.5573192239859,630.7407407407408,563.1792239858908,2.0189066995478835
NOVA MUTUM,MT,471,481.06326963906577,509.1743099787686,521.4569002123143,507.8715498938429,561.8259023354565,516.2783864118896,1.9443455031166519
NOVA ODESSA,SP,485,511.879587628866,534.7855670103093,555.3956701030928,563.4296907216495,594.1030927835052,551.9187216494845,2.4965091299677766
NOVA OLINDA,CE,404,460.13341584158417,484.67871287128713,496.5309405940594,490.3445544554456,580.5445544554456,502.44643564356437,0.6166875784190715
NOVA OLINDA DO NORTE,AM,193,440.9020725388601,462.58134715025903,468.4072538860104,454.00310880829016,523.8341968911917,469.94559585492226,0.6777065527065527
NOVA OLÍMPIA,MT,219,452.7205479452055,467.7954337899543,498.5365296803653,474.10091324200914,530.8675799086758,484.804200913242,1.439410480349345
NOVA PETRÓPOLIS,RS,247,524.1117408906883,558.4125506072875,559.3740890688259,577.5712550607287,638.5425101214574,571.6024291497976,2.7319767441860465
NOVA PRATA,RS,524,491.52385496183206,521.5351145038169,529.9641221374046,533.1891221374045,599.0076335877862,535.0439694656488,2.264276228419655
NOVA RUSSAS,CE,841,465.77835909631386,485.06052318668253,500.9492271105826,486.80868014268725,557.3127229488704,499.1819024970273,0.7382294429708223
NOVA SERRANA,MG,713,500.39803646563814,532.3984572230014,542.4991584852735,550.4699859747545,605.4137447405329,546.2358765778401,1.749342105263158
NOVA VENÉCIA,ES,705,504.0567375886525,526.978865248227,530.0910638297872,544.462695035461,612.2553191489362,543.5689361702127,1.4695165945165944
NOVA VIÇOSA,BA,302,462.8450331125828,473.46589403973513,494.05629139072846,471.8996688741722,542.0529801324503,488.86397350993377,0.9349369085173501
NOVA XAVANTINA,MT,259,476.2969111969112,496.06718146718146,509.07683397683394,491.1741312741313,554.3629343629343,505.3955984555984,1.4202029520295203
NOVO ACORDO,TO,253,435.9288537549407,446.40909090909093,461.6237154150198,442.400395256917,504.1897233201581,458.11035573122524,0.8275375939849624
NOVO AIRÃO,AM,91,445.4230769230769,478.84725274725275,477.63186813186815,465.74505494505496,548.3516483516484,483.1997802197802,0.7200665188470067
NOVO ARIPUANÃ,AM,162,430.86975308641973,442.98333333333335,454.78827160493825,446.97222222222223,504.69135802469134,456.06098765432097,0.5560859188544153
NOVO CRUZEIRO,MG,410,472.4451219512195,499.75439024390244,507.92926829268293,505.6873170731707,559.170731707317,508.99736585365855,0.9947437582128777
NOVO GAMA,GO,883,462.8191392978482,483.86806342015853,509.38652321630803,469.47010192525477,530.6681766704417,491.2424009060022,1.172279792746114
NOVO HAMBURGO,RS,1583,506.251989892609,539.5121288692357,554.558875552748,558.5001263423878,606.9993682880606,553.1644977890082,2.128208705357143
NOVO HORIZONTE,SP,429,506.1314685314685,533.746386946387,547.5578088578088,559.5622377622378,695.7109557109557,568.5417715617716,2.04776247848537
NOVO ORIENTE,CE,574,458.3578397212544,475.091637630662,496.82386759581885,489.1904181184669,560.3484320557492,495.9624390243903,0.5227272727272727
NOVO PROGRESSO,PA,168,471.91190476190474,494.1166666666667,501.94940476190476,492.3666666666667,565.3571428571429,505.1403571428571,1.4319338422391859
NOVO REPARTIMENTO,PA,376,453.6034574468085,473.7135638297872,482.3077127659575,464.7736702127659,505.74468085106383,476.02861702127655,1.0277136258660509
NÍSIA FLORESTA,RN,164,475.2018292682927,491.4268292682927,508.7426829268293,480.90975609756094,553.9024390243902,502.03670731707314,0.9268134715025906
OCARA,CE,447,459.1114093959731,483.77673378076065,495.27964205816556,478.0221476510067,539.6868008948546,491.1753467561522,0.7021354933726067
OEIRAS,PI,1879,451.51809473124,468.89552953698774,484.5861628525812,467.6908994145822,549.5689196381054,484.45192123469934,0.6791123635082775
OEIRAS DO PARÁ,PA,410,442.8863414634146,461.62243902439025,481.0558536585366,453.94,518.5853658536586,471.61800000000005,0.7414021164021164
OIAPOQUE,AP,419,437.5582338902148,450.8770883054893,471.7887828162291,430.68210023866345,478.75894988066824,453.93303102625293,0.8901185770750988
OLHO D'ÁGUA DAS FLORES,AL,588,455.9362244897959,470.21547619047624,489.72244897959183,462.3784013605442,555.5442176870748,486.75935374149657,0.7712108731466227
OLINDA,PE,5984,491.54513703208556,513.1888201871658,531.6791945187166,520.7171122994653,593.1751336898395,530.0610795454546,1.355635112516273
OLIVEIRA,MG,991,504.9957618567104,534.4752774974774,539.7768920282543,551.8159434914228,637.8809283551967,553.7889606458123,1.742065868263473
OLIVEIRA DOS BREJINHOS,BA,149,461.32617449664434,471.28859060402687,496.91073825503355,485.4731543624161,612.48322147651,505.49637583892616,0.8287545787545788
OLÍMPIA,SP,687,511.58704512372634,535.1176128093158,546.656768558952,551.4362445414847,593.5080058224163,547.661135371179,2.091309823677582
ORIXIMINÁ,PA,844,459.85983412322275,473.74514218009483,489.1880331753555,459.7652843601896,551.9431279620853,486.9002843601896,0.8429182509505704
ORLEANS,SC,356,500.01544943820227,527.0286516853932,531.823595505618,532.645786516854,589.3258426966293,536.1678651685394,2.469673405909798
ORLÂNDIA,SP,728,511.8162087912088,532.1460164835165,546.4313186813187,546.4811813186813,656.6758241758242,558.71010989011,2.223454833597464
OROBÓ,PE,676,464.4582840236686,477.34763313609466,497.0400887573964,482.65547337278105,593.6686390532544,503.034023668639,0.7230552952202437
ORÓS,CE,249,447.8771084337349,477.5746987951807,503.744578313253,474.81325301204816,562.570281124498,493.31598393574296,0.6461267605633803
OSASCO,SP,7112,508.1822272215973,541.5421822272216,551.1714848143982,549.9349128233971,601.6226096737907,550.4906833520811,2.04841545661372
OSVALDO CRUZ,SP,330,514.0527272727272,542.5754545454545,551.6409090909091,561.6348484848485,617.3939393939394,557.4595757575757,2.0623987034035656
OSÓRIO,RS,634,491.42460567823343,520.5858044164038,535.251261829653,530.4900630914826,602.2397476340694,535.9982965299685,2.0076350822239624
OURICURI,PE,1103,474.90135992747054,488.50924750679957,505.1798730734361,496.0107887579329,573.9800543970988,507.71626473254753,0.7747610773240661
OURINHOS,SP,1097,507.34329990884225,530.7246125797631,546.9118505013674,549.9676390154968,596.9371011850501,546.3769006381038,1.9488660676080445
OURO BRANCO,MG,797,518.7928481806775,548.5690087829361,549.1649937264742,565.3673776662484,637.4905897114178,563.8769636135509,1.9952561669829223
OURO FINO,MG,335,510.4271641791045,539.544776119403,544.4617910447762,554.4907462686567,615.4626865671642,552.877432835821,1.7925295857988166
OURO PRETO,MG,1725,504.9646956521739,534.9590144927537,541.4199420289855,543.0860289855073,602.2028985507246,545.326515942029,1.7653653389606965
OURO PRETO DO OESTE,RO,567,477.4848324514992,492.87354497354494,509.03668430335097,499.35696649029984,543.668430335097,504.4840917107584,1.4511790714812085
OURÉM,PA,279,447.47706093189964,466.31577060931903,480.30609318996414,459.09032258064514,537.6344086021505,478.16473118279566,0.6010514018691588
PACAJUS,CE,1281,471.7295081967213,501.44145199063234,514.4786885245901,502.0138953942233,596.0499609679938,517.1427010148321,0.8023672883787661
PACAJÁ,PA,277,450.2202166064982,466.98736462093865,478.85992779783396,459.3346570397112,544.8375451263538,480.0479422382671,1.069204152249135
PACATUBA,CE,1017,469.3239921337266,490.60452310717795,510.4389380530974,488.6340216322517,596.9321533923304,511.1867256637168,0.8944093243777164
PACOTI,CE,587,448.6904599659284,470.854003407155,491.11652470187397,456.98756388415677,539.2504258943782,481.3797955706985,0.6827296248382924
PADRE BERNARDO,GO,200,453.779,470.38050000000004,502.0535,472.639,502.2,480.21039999999994,1.0837264150943395
PADRE PARAÍSO,MG,304,466.79111842105266,492.98026315789474,513.252302631579,489.2756578947368,550.3947368421053,502.53881578947374,0.9560702875399361
PAIÇANDU,PR,234,487.60555555555555,519.6782051282051,530.6884615384615,518.7004273504273,576.4102564102565,526.6165811965811,1.9428327645051195
PALHOÇA,SC,1923,503.6835153406136,534.616848673947,540.3256890275611,543.1785751430058,584.9817992719709,541.3572854914197,2.099391480730223
PALMARES,PE,1143,466.5320209973753,482.77217847769026,504.3546806649169,482.48372703412076,568.7489063867016,500.978302712161,0.880548829701372
PALMAS,TO,7733,487.6289150394413,512.3473037630932,526.3196301564723,517.10234061813,589.1400491400491,526.5076477434371,1.5626084565805463
PALMAS DE MONTE ALTO,BA,289,473.66989619377165,485.4889273356401,503.52560553633214,479.13356401384084,554.3944636678201,499.24249134948093,0.8785097192224622
PALMEIRA,PR,291,507.97869415807554,544.3845360824743,543.3903780068729,543.9065292096219,563.9175257731958,540.7155326460481,2.067061143984221
PALMEIRA DAS MISSÕES,RS,750,477.79533333333336,505.1184,520.2874666666667,499.3458666666667,576.9866666666667,515.9067466666668,1.6921097770154374
PALMEIRA DOS ÍNDIOS,AL,1872,466.83659188034187,485.9009615384615,501.3340277777778,487.30811965811967,592.1581196581196,506.7075641025641,0.9224331926863573
PALMEIRÓPOLIS,TO,212,452.53018867924527,464.6193396226415,485.85849056603774,464.6009433962264,531.3207547169811,479.78594339622634,0.9164746543778802
PALMITOS,SC,403,494.4200992555831,522.0471464019851,521.8826302729528,536.4260545905707,569.8759305210918,528.9303722084367,2.2016932270916336
PALOTINA,PR,505,508.5708910891089,538.7891089108911,539.1661386138614,551.7782178217822,590.8910891089109,545.8390891089109,2.2110849056603774
PANAMBI,RS,756,496.7834656084656,519.826455026455,529.6087301587302,533.0289682539683,566.5608465608466,529.1616931216931,2.254932912391476
PANELAS,PE,587,460.4887563884157,478.4974446337308,501.20919931856895,476.35928449744466,572.4361158432708,497.7981601362861,0.6938063986874488
PARACAMBI,RJ,550,497.7952727272728,520.4232727272727,537.7814545454545,526.4218181818181,603.2,537.1243636363637,1.5608108108108107
PARACATU,MG,1169,501.1319076133447,521.1710863986314,532.1892215568862,528.6444824636442,593.1223267750214,535.2518049615056,1.8087984661269707
PARACURU,CE,862,468.51171693735495,484.26264501160097,503.4030162412993,493.7073085846868,533.4570765661252,496.66835266821346,0.8115595075239398
PARAGOMINAS,PA,1889,471.46574907358394,491.82053996823714,506.5486500794071,485.374483853891,562.3398623610376,503.50985706723134,1.137594870452761
PARAGUAÇU PAULISTA,SP,380,504.01236842105266,536.6155263157895,544.7900000000001,543.2647368421053,600.2105263157895,545.7786315789474,1.833937198067633
PARAIPABA,CE,590,471.4135593220339,490.7747457627118,509.7106779661017,503.902372881356,604.4406779661017,516.048406779661,0.7006610009442871
PARAMBU,CE,313,459.8913738019169,486.45623003194885,502.8760383386582,490.95591054313104,555.7188498402556,499.17968051118214,0.6603846153846153
PARAMIRIM,BA,760,477.4456578947369,491.8510526315789,500.4652631578947,498.40671052631575,603.1315789473684,514.2600526315789,0.8408921933085501
PARANAGUÁ,PR,1341,483.91021625652496,508.913870246085,528.0081282624907,510.1654735272185,549.5152870991798,516.1025950782998,1.9375597323988532
PARANATINGA,MT,168,479.6380952380952,492.8392857142857,510.6136904761905,489.7523809523809,545.4761904761905,503.6639285714285,1.619047619047619
PARANAVAÍ,PR,1410,494.56035460992905,514.4229078014184,527.990780141844,518.2447517730496,577.6028368794326,526.5643262411347,1.878191856452726
PARANAÍBA,MS,671,470.3418777943368,493.38330849478393,512.3436661698956,488.7672131147541,546.1997019374069,502.2071535022354,1.597520355292376
PARAOPEBA,MG,408,500.8872549019608,521.6061274509804,536.9487745098039,543.7762254901961,625.7352941176471,545.7907352941177,1.6546787709497206
PARATINGA,BA,242,450.7793388429752,459.83223140495863,481.9623966942149,457.6099173553719,544.7933884297521,478.9954545454545,0.6762387387387387
PARATY,RJ,438,507.6132420091324,542.4349315068494,547.9536529680365,543.5767123287671,606.1187214611872,549.5394520547945,1.7895449620801733
PARAUAPEBAS,PA,3672,472.5142156862745,490.9565631808279,509.4218409586057,489.86032135076255,561.4433551198257,504.83925925925934,1.3948685857321652
PARAÍBA DO SUL,RJ,465,482.2830107526882,516.2066666666667,530.5331182795699,508.0976344086021,597.6774193548387,526.959569892473,1.470129171151776
PARAÍSO DO TOCANTINS,TO,1104,471.2694746376812,488.293115942029,509.7732789855072,491.7824275362319,559.8007246376811,504.183804347826,1.3341356215989955
PARELHAS,RN,971,484.15025746652935,501.05118434603503,513.2334706488157,517.0393408856849,600.1235839340885,523.1195674562307,1.1312162971839426
PARINTINS,AM,1676,453.19337708830545,481.5492243436754,486.0428997613365,466.89713603818615,536.1217183770883,484.76087112171837,0.6680201743887844
