MUNICIPIO,UF,QTD_PARTICIPANTES,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,NOTA_GERAL_MEDIA,RENDA_FAMILIAR_SM_MEDIA
ALMEIRIM,PA,149,445.53288590604024,466.2335570469799,474.3342281879195,446.451677852349,503.3557046979866,467.181610738255,0.7664113785557987
ALMENARA,MG,900,469.5527777777778,496.7242222222222,515.3448888888889,493.22277777777776,569.3111111111111,508.8311555555556,1.1070060207991244
ALMIRANTE TAMANDARÉ,PR,573,486.60069808027924,515.7816753926702,526.4438045375218,510.18638743455494,559.3368237347295,519.6698778359512,1.766969909027292
ALPINÓPOLIS,MG,585,499.41504273504273,521.8905982905983,531.4476923076924,549.7859829059829,636.9230769230769,547.8924786324787,1.630316518298714
ALTA FLORESTA,MT,642,482.8830218068536,508.9596573208722,521.8545171339564,507.5615264797508,604.5171339563863,525.1551713395638,1.7996817538896748
ALTA FLORESTA D'OESTE,RO,231,483.40779220779217,501.6640692640692,515.9350649350649,498.75108225108227,587.7922077922078,517.5100432900433,1.2772232304900182
ALTAMIRA,PA,3244,465.4266029593095,483.0388409371147,498.13770036991366,474.96433415536376,557.7250308261406,495.8585018495684,1.18326407794813
ALTINHO,PE,323,466.3616099071207,494.3176470588235,508.69938080495353,495.9650154798762,558.328173374613,504.7343653250774,0.7966970387243736
ALTO ALEGRE,RR,74,453.2797297297297,456.74729729729734,482.1256756756757,461.0824324324324,520.0,474.6470270270271,1.2539893617021276
ALTO DO RODRIGUES,RN,418,455.64330143540667,471.12224880382774,489.9588516746411,467.13205741626797,537.9904306220096,484.3693779904306,1.0317955112219452
ALTO PARAÍSO,RO,87,461.7758620689655,481.8471264367816,505.8551724137931,480.9459770114943,525.5172413793103,491.18827586206896,1.170909090909091
ALTO SANTO,CE,217,460.3714285714286,489.47419354838706,506.05760368663596,490.86497695852535,596.036866359447,508.56101382488487,0.7506410256410256
ALTOS,PI,1360,458.4834558823529,475.25970588235293,490.49823529411765,475.38625,547.9852941176471,489.5225882352941,0.7904547316673495
ALVARÃES,AM,104,440.65769230769234,468.525,474.8798076923077,453.9163461538462,511.7307692307692,469.9419230769231,0.725130890052356
ALVINÓPOLIS,MG,270,482.09555555555556,518.155925925926,524.7425925925926,527.2796296296297,582.074074074074,526.8695555555555,1.3962264150943395
ALVORADA,RS,1623,477.781269254467,509.7581022797289,532.3612446087493,504.16007393715347,557.3629081947012,516.2847196549599,1.6892839258888332
ALVORADA D'OESTE,RO,208,465.0105769230769,486.66923076923075,499.0365384615385,475.9576923076923,552.7884615384615,495.89250000000004,1.37858347386172
ALVORADA DO NORTE,GO,283,458.2558303886926,470.0374558303887,495.81978798586573,466.33180212014133,498.65724381625444,477.8204240282686,0.9926062846580407
ALVORADA DO SUL,PR,286,487.52272727272725,509.45419580419576,531.2580419580419,517.4398601398601,561.1888111888112,521.3727272727272,1.861216730038023
ALÉM PARAÍBA,MG,469,504.4100213219616,538.6814498933902,545.8592750533049,556.5511727078891,653.4328358208955,559.7869509594882,1.6523341523341524
AMAMBAI,MS,471,481.07919320594476,499.9380042462845,514.8507430997877,512.3590233545648,542.5902335456476,510.16343949044585,1.2513562386980108
AMAPÁ,AP,132,434.5068181818182,446.34090909090907,454.7318181818182,427.15681818181815,499.09090909090907,452.36545454545455,0.8259803921568627
AMARANTE,PI,462,446.05021645021645,457.2430735930736,479.4045454545454,452.81363636363636,524.5454545454545,472.0113852813853,0.6666666666666666
AMARANTE DO MARANHÃO,MA,418,449.09473684210525,461.86507177033496,481.30191387559813,462.34784688995217,550.5263157894736,481.0271770334928,0.813564875491481
AMARGOSA,BA,1069,471.13246024321796,487.7912067352666,501.12020579981294,480.70626753975677,545.7062675397568,497.2912815715622,0.7931367144432194
AMERICANA,SP,2127,533.2768218147626,562.1355430183357,566.3582040432534,590.3494123178185,644.6920545369064,579.3624071462152,2.681895526158582
AMONTADA,CE,651,453.9021505376344,473.99201228878644,491.1726574500768,487.5563748079877,561.4439324116744,493.61342549923194,0.6435224386113463
AMPARO,SP,737,524.5913161465401,556.5629579375849,559.8720488466757,575.1626865671642,614.4640434192673,566.1306105834465,2.3965220385674932
AMPÉRE,PR,328,490.7460365853659,521.9134146341463,526.4240853658537,532.859756097561,556.219512195122,525.6325609756097,1.736036036036036
AMÉLIA RODRIGUES,BA,387,467.07674418604654,484.69974160206715,507.9139534883721,476.6025839793282,563.9276485788114,500.04413436692505,0.9467741935483871
ANAGÉ,BA,331,456.7740181268883,479.55770392749247,491.89365558912385,467.0126888217523,561.7522658610272,491.3980664652569,0.7238651994497937
ANAJATUBA,MA,184,450.35489130434786,462.92717391304353,492.3478260869565,456.5739130434783,583.3695652173913,489.1146739130435,0.8902597402597403
ANAJÁS,PA,183,440.6349726775956,462.9595628415301,478.49890710382516,439.91530054644807,518.7978142076503,468.16131147540983,0.7654320987654321
ANAMÃ,AM,91,444.2912087912088,464.13076923076926,480.74285714285713,458.4087912087912,513.6263736263736,472.23999999999995,0.9322429906542056
ANANINDEUA,PA,12956,479.3010342698364,499.4128280333436,514.4291988267984,489.9676983636925,576.4155603581353,511.9052639703612,1.156403290317712
ANANÁS,TO,221,449.1891402714932,474.33846153846156,490.79909502262444,459.68099547511315,529.1402714932127,480.629592760181,0.9702517162471396
ANASTÁCIO,MS,252,455.6313492063492,476.42698412698417,493.08690476190475,460.65198412698413,506.984126984127,478.5562698412699,1.0734848484848485
ANCHIETA,ES,669,501.3630792227205,525.4,537.1415545590434,534.9428998505232,610.9118086696562,541.9518684603887,1.6212996389891696
ANDRADAS,MG,407,510.76756756756754,535.0668304668305,545.5955773955774,554.6383292383292,618.0835380835381,552.8303685503686,1.7983038348082596
ANDRADINA,SP,701,503.8768901569187,521.3526390870186,540.5075606276747,548.1684736091298,609.8145506419401,544.7440228245364,1.9567854435178165
ANDRELÂNDIA,MG,416,490.6932692307692,521.4185096153847,529.3875,525.1817307692307,603.9903846153846,534.1342788461538,1.4332760595647194
ANGICOS,RN,779,456.2267008985879,476.0875481386393,494.8925545571245,481.589216944801,553.6328626444159,492.48577663671375,0.9106200527704486
ANGRA DOS REIS,RJ,1306,491.5029096477795,515.8551301684533,533.018989280245,516.0019908116386,586.156202143951,528.5070444104134,1.6000495703899538
ANORI,AM,111,441.53963963963963,463.109009009009,480.1936936936937,450.8495495495496,510.45045045045043,469.2284684684684,0.7339055793991416
ANÁPOLIS,GO,5793,502.4166407733472,525.3798549974107,536.5301570861385,532.44510616261,622.7067150008631,543.8956948040739,1.645927733095635
APARECIDA,SP,301,499.20664451827247,534.5186046511628,543.3591362126245,550.7651162790697,586.1794019933554,542.805780730897,1.8692971639950677
APARECIDA DE GOIÂNIA,GO,5864,482.9237551159618,506.3818724420191,522.5063949522511,503.1229536152797,580.4092769440655,519.0688506139154,1.4632120877386776
APARECIDA DO TABOADO,MS,192,497.9140625,519.5020833333333,541.4880208333333,526.4083333333333,606.1458333333334,538.2916666666667,1.7779898218829517
APIAÍ,SP,309,478.9647249190939,514.9048543689321,536.3815533980583,515.0935275080906,562.9773462783171,521.6644012944984,1.531117397454031
APODI,RN,1067,476.52661668228683,492.4889409559512,509.9987816307403,507.72146204311156,606.8791002811621,518.7229803186503,0.9094002016129032
APUCARANA,PR,1467,500.8697341513293,532.4399454669393,541.097955010225,537.1965916837082,570.8248125426039,536.4858077709612,2.0291107876821797
APUÍ,AM,77,473.4259740259741,484.2909090909091,497.30779220779215,495.9376623376623,510.90909090909093,492.37428571428575,1.2490421455938698
AQUIDAUANA,MS,720,461.33527777777783,482.88944444444445,500.84166666666664,472.37861111111107,537.6944444444445,491.0278888888889,1.1435519733185102
AQUIRAZ,CE,811,477.77484586929717,500.6505548705302,515.6646115906289,506.86115906288535,620.1726263871764,524.2247595561037,1.072219222462203
ARACAJU,SE,17012,501.3070009405125,521.632042087938,533.1648953679755,525.7156771690571,633.2318363508111,543.0102903832588,1.4659570893461407
ARACATI,CE,1356,470.46511799410024,496.5076696165192,517.2821533923303,503.83451327433625,586.6666666666666,514.9512241887904,0.9028581765557163
ARACI,BA,386,468.69948186528495,485.9375647668394,501.4463730569948,485.4979274611399,570.6217616580311,502.44062176165806,0.9258849557522124
ARACOIABA,CE,710,450.53183098591546,470.45577464788727,490.8232394366197,475.9984507042254,565.5211267605633,490.6660845070422,0.6624860646599777
ARACRUZ,ES,1349,500.8415863602669,525.7480355819125,531.5877687175686,536.4140845070423,604.2253521126761,539.7633654558933,1.7401473612063056
ARAGARÇAS,GO,254,468.94212598425196,481.06496062992125,500.1208661417323,475.43346456692916,527.3228346456693,490.5768503937008,1.187779433681073
ARAGUANÃ,TO,67,442.144776119403,437.48059701492537,461.1462686567164,439.3567164179105,500.2985074626866,456.08537313432834,0.7443502824858758
ARAGUARI,MG,1402,513.7997146932953,539.8681883024251,547.1073466476462,549.0005706134094,630.0855920114122,555.9722824536377,1.90218964893232
ARAGUATINS,TO,752,460.1998670212766,479.2034574468085,500.7775265957447,475.6481382978724,559.3085106382979,495.0275,1.0655653950953679
ARAGUAÍNA,TO,4249,477.20390680160034,493.5756177924217,510.6205460108261,494.3768651447399,577.3028947987762,510.6159661096728,1.3117577862424379
ARAIOSES,MA,212,446.34103773584906,456.82971698113204,479.81650943396227,451.91556603773586,548.7735849056604,476.7352830188679,0.7670340681362725
ARAME,MA,212,436.66886792452834,451.56084905660373,477.1051886792453,460.2221698113208,522.5471698113207,469.6208490566038,0.8029069767441861
ARAPIRACA,AL,7332,477.6858019639934,497.32288597926896,512.7983633387889,504.7114702673213,589.1843971631206,516.3405837424987,1.1142146580647532
ARAPOEMA,TO,89,445.3820224719101,449.70786516853934,480.34831460674155,454.4528089887641,522.2471910112359,470.4276404494382,1.0363636363636364
ARAPONGAS,PR,1053,498.55004748338075,527.2421652421652,540.6824311490977,533.9378917378917,582.6210826210826,536.6067236467236,2.1450661000944287
ARAPOTI,PR,177,497.04802259887003,514.3576271186441,528.2197740112994,526.6751412429378,554.1242937853108,524.0849717514125,2.1810897435897436
ARAPUTANGA,MT,209,469.8818181818182,490.5062200956938,509.71913875598085,482.5598086124402,602.4880382775119,511.03100478468895,1.5153508771929824
ARARANGUÁ,SC,894,505.4065995525727,531.0878076062639,539.856711409396,540.5652125279641,601.3646532438479,543.6561968680089,2.1331388206388207
ARARAQUARA,SP,2554,525.4362960062647,553.1025841816758,561.4301096319499,569.8193813625685,632.5293657008614,568.4635473766641,2.1438885499288185
ARARAS,SP,889,537.099550056243,559.2497187851518,564.9217097862768,586.5266591676041,648.6389201349831,579.2873115860517,2.318862275449102
ARARI,MA,752,453.4710106382979,476.3172872340425,496.20957446808507,460.82619680851064,558.4574468085107,489.0563031914894,0.7697368421052632
ARARIPE,CE,444,461.2175675675676,483.0353603603604,500.58626126126126,489.39684684684687,603.2432432432432,507.4958558558559,0.6665609137055838
ARARIPINA,PE,1849,467.82541914548403,487.45646295294756,502.66019469983775,496.236884802596,619.2536506219578,514.6865224445646,0.8668800749531543
ARARUAMA,RJ,1217,498.3589153656533,527.0689400164339,538.2717337715694,530.757107641742,602.4322103533278,539.3777814297453,1.4817727609178386
ARARUNA,PB,531,455.5758945386064,478.9566854990584,493.36064030131826,476.5819209039548,565.6120527306967,494.0174387947269,0.7930021367521367
ARATUBA,CE,283,449.1265017667845,465.8413427561838,485.28727915194344,476.177738515901,542.6855123674911,483.82367491166076,0.6045673076923077
ARAUCÁRIA,PR,1377,495.444299201162,530.8748002904865,538.0119825708061,533.3480029048657,573.042846768337,534.1443863471314,1.9759511289823692
ARAXÁ,MG,1178,526.0539049235994,553.2664685908319,554.2467741935484,577.5022071307301,667.7589134125636,575.7656536502548,2.20162006213937
ARAÇATUBA,SP,1865,523.1100268096515,547.8569436997319,555.6095978552279,572.2446648793566,631.0991957104558,565.9840857908847,2.1211206896551724
ARAÇOIABA,PE,324,450.49876543209876,460.74413580246915,491.08888888888885,461.9583333333333,522.9629629629629,477.4506172839506,0.7372231686541738
ARAÇOIABA DA SERRA,SP,254,503.2547244094488,524.2090551181103,542.2007874015748,538.6259842519685,577.9527559055118,537.2486614173229,1.913132137030995
ARAÇUAÍ,MG,984,475.3383130081301,505.4071138211382,516.8316056910569,500.0469512195122,582.540650406504,516.0329268292683,1.1120306324110671
ARCOS,MG,437,511.3482837528604,547.445766590389,556.0370709382152,573.0727688787185,666.8649885583524,570.9537757437072,2.127734877734878
ARCOVERDE,PE,1954,483.92840327533264,505.9374104401228,523.1879222108495,516.9774309109519,588.2804503582395,523.6623234390993,1.0194701986754966
AREADO,MG,440,496.3756818181818,532.7411363636364,536.0231818181818,552.2775,630.6818181818181,549.6198636363636,1.5076765609007166
AREIA,PB,592,470.3238175675676,490.3572635135135,497.78783783783786,474.9805743243243,574.4932432432432,501.5885472972973,0.8676165803108808
AREIA BRANCA,SE,795,462.55194968553457,474.99194968553456,499.4357232704403,477.74729559748425,558.2138364779875,494.5881509433963,1.0222710163111668
ARENÁPOLIS,MT,210,458.48047619047617,478.69428571428574,496.68,479.83809523809526,523.2380952380952,487.3861904761905,1.6013824884792627
ARINOS,MG,445,465.17640449438204,488.3862921348314,501.91123595505616,482.85595505617977,555.1460674157304,498.69519101123586,1.0199468085106382
ARIPUANÃ,MT,60,476.195,498.945,512.9666666666667,494.44166666666666,563.6666666666666,509.24299999999994,1.7354260089686098
ARIQUEMES,RO,1358,478.4824005891016,495.37120765832105,511.87923416789397,494.0232695139911,546.0824742268042,505.16771723122235,1.395422630299757
AROEIRAS,PB,427,451.76627634660423,471.7978922716628,482.56018735363,466.63442622950816,567.7751756440281,488.1067915690866,0.719047619047619
ARRAIAS,TO,335,442.22507462686565,462.70119402985074,474.5477611940299,456.93611940298507,497.7910447761194,466.84023880597016,0.883355614973262
ARROIO DO MEIO,RS,114,530.2087719298246,560.0798245614035,556.0254385964912,584.2631578947369,671.578947368421,580.4312280701754,2.718944099378882
ARROIO GRANDE,RS,273,476.1164835164835,496.9483516483516,525.7692307692307,498.0919413919414,556.1904761904761,510.6232967032967,1.3163636363636364
ARTUR NOGUEIRA,SP,554,500.78501805054157,522.7503610108304,538.9873646209386,541.9981949458484,578.5920577617328,536.6225992779785,1.8254262416604892
ARUJÁ,SP,1255,492.53928286852596,524.6725099601593,539.6888446215139,529.4960956175298,574.7569721115538,532.2307410358565,1.8014127324749643
ASSARÉ,CE,534,464.04026217228466,483.9940074906367,500.813670411985,494.85955056179773,571.685393258427,503.0785767790262,0.6123251748251748
ASSAÍ,PR,334,488.1991017964072,529.3907185628742,535.2610778443114,529.3032934131736,575.748502994012,531.5805389221557,1.509478672985782
ASSIS,SP,1136,511.1177816901409,540.8213908450704,553.0223591549296,559.1077464788733,630.4049295774648,558.8948415492957,2.076150066994194
ASSIS CHATEAUBRIAND,PR,515,497.7007766990291,525.2879611650485,530.2438834951456,540.076504854369,597.3592233009708,538.1336699029126,2.0366132723112127
ASTORGA,PR,353,493.328045325779,523.2288951841359,531.2773371104815,527.2453257790369,588.385269121813,532.6929745042493,1.9242138364779875
ATALAIA,AL,445,449.00359550561797,466.73258426966294,488.5988764044944,454.8608988764045,562.9662921348314,484.4324494382022,0.8167220376522702
ATIBAIA,SP,1464,522.1728825136612,551.7268442622951,556.8044398907103,573.4556010928961,620.4371584699453,564.9193852459016,2.1746340703830582
AUGUSTINÓPOLIS,TO,541,451.3014787430684,471.96876155268023,491.75656192236596,464.1597042513863,545.0277264325324,484.8428465804067,0.9583002382843526
AUGUSTO CORRÊA,PA,386,447.3018134715026,461.38652849740936,478.29145077720204,446.75362694300514,544.7150259067357,475.689689119171,0.7057291666666666
AURIFLAMA,SP,252,509.3619047619047,528.9357142857142,544.3805555555556,549.6138888888889,620.952380952381,550.6488888888889,1.726522842639594
AURORA,CE,535,470.7360747663551,488.9175700934579,498.093644859813,495.12,621.0467289719626,514.7828037383177,0.7279693486590039
AURORA DO PARÁ,PA,178,450.17191011235957,465.9966292134831,474.2707865168539,454.22865168539323,518.4269662921348,472.61898876404496,0.8149253731343283
AUTAZES,AM,141,443.23900709219856,461.91843971631204,470.1602836879433,466.0014184397163,521.8439716312057,472.6326241134751,0.6470944309927361
AVARÉ,SP,827,518.0360338573156,547.3432889963725,554.8010882708585,570.7683192261185,614.776299879081,561.1450060459491,2.1802188054405676
AÇAILÂNDIA,MA,2077,466.93774675012037,482.7463649494463,503.33610977371205,483.9292248435243,559.4992778045257,499.28974482426577,1.155674102812803
AÇU,RN,1553,468.365808113329,486.45202833226017,502.97591757887955,488.2786864133935,584.6877012234385,506.1520283322601,0.9474516369047619
BACABAL,MA,2315,463.40397408207343,483.697969762419,500.88686825054,477.45969762419,573.0885529157667,499.7074125269979,0.8638156411990083
BACURI,MA,366,442.3674863387978,451.18961748633876,469.18087431693993,444.6207650273224,536.7213114754098,468.8160109289617,0.6337535014005602
BAEPENDI,MG,278,490.3413669064748,521.4820143884892,537.2359712230216,535.8881294964028,617.1223021582733,540.4139568345324,1.6174395161290323
BAGÉ,RS,1650,476.4384242424243,508.79109090909094,528.5192121212121,503.312,546.0121212121212,512.6145696969697,1.5007559098405718
BAIXA GRANDE,BA,546,466.47399267399265,488.2824175824176,501.1098901098901,481.2675824175824,577.3260073260074,502.89197802197805,0.7842292089249493
BAIXO GUANDU,ES,272,504.6724264705882,526.5018382352941,527.2680147058824,544.8389705882354,619.0441176470588,544.4650735294117,1.495754716981132
BAIÃO,PA,518,442.6534749034749,454.9604247104247,470.46525096525096,454.0401544401544,568.5328185328185,478.13042471042473,0.6956315289648622
BALNEÁRIO CAMBORIÚ,SC,1232,513.4794642857142,542.6757305194806,551.9986201298701,557.8118506493506,608.1980519480519,554.8327435064936,2.108836574547936
BALSAS,MA,2353,460.14798130046745,477.3101147471313,493.9644283892903,471.2623034424139,549.7917552061199,490.4953166170846,1.15317100792752
BAMBUÍ,MG,386,509.2616580310881,534.2626943005181,540.0445595854923,546.1489637305699,624.2487046632124,550.7933160621761,1.5845642540620384
BANABUIÚ,CE,227,451.03127753303966,468.05770925110136,492.00660792951544,473.4669603524229,545.3744493392071,485.98740088105734,0.6672043010752688
BANANEIRAS,PB,968,458.2025826446281,478.43657024793384,496.27283057851236,475.2822314049587,576.4462809917355,496.92809917355373,0.788169099756691
BANDEIRANTES,PR,623,479.74221508828253,503.1616372391654,519.608025682183,509.1605136436597,567.2873194221509,515.7919422150883,1.6829375549692172
BARAÚNA,RN,435,457.20643678160917,476.3397701149425,492.5211494252874,476.9055172413793,562.1609195402299,493.02675862068963,0.9208015267175572
BARBACENA,MG,2904,511.4759297520661,542.8868457300275,547.6648760330579,558.685261707989,621.935261707989,556.5296349862258,1.7035535621873383
BARBALHA,CE,1307,488.702830910482,508.17719969395563,519.7395562356542,516.0276205049732,622.0045906656466,530.9303596021423,1.0545490350531705
BARCARENA,PA,2260,467.8624336283186,485.9772566371682,501.43964601769915,474.7985840707965,550.8849557522124,496.192575221239,1.1226633060281455
BARCELOS,AM,110,465.73727272727274,486.67909090909086,484.80545454545455,473.8863636363636,520.1818181818181,486.258,0.9626865671641791
BARRA,BA,685,449.37620437956207,465.107299270073,483.1975182481752,456.5470072992701,538.07299270073,478.460204379562,0.7810121765601218
BARRA BONITA,SP,521,516.3132437619962,535.0608445297505,550.1318618042227,556.746641074856,628.253358925144,557.3011900191939,2.13224043715847
BARRA DA ESTIVA,BA,913,464.36955093099675,481.8848849945236,499.67535596933186,483.5523548740416,563.5268346111719,498.6017962760131,0.8664122137404581
BARRA DE GUABIRABA,PE,184,452.32663043478266,470.14130434782606,486.35489130434786,454.32554347826084,579.0217391304348,488.43402173913046,0.6267361111111112
BARRA DE SÃO FRANCISCO,ES,489,484.8662576687117,510.7447852760736,516.1881390593047,513.6550102249488,578.9775051124744,520.8863394683027,1.4818569903948773
BARRA DO BUGRES,MT,359,460.8055710306407,485.9930362116992,501.07437325905295,478.1849582172702,535.933147632312,492.398217270195,1.4934292866082604
BARRA DO CHOÇA,BA,435,467.70620689655175,490.29356321839083,504.89816091954026,473.09655172413795,562.5747126436781,499.7138390804597,0.9445676274944568
BARRA DO CORDA,MA,895,460.50357541899444,482.0391061452514,501.11720670391065,476.6953072625698,550.5474860335196,494.1805363128491,0.8845355474831345
BARRA DO GARÇAS,MT,1267,481.33504340962907,503.42454617206,519.054775059195,502.1626677190213,560.7261247040252,513.3406314127861,1.3569286142771446
BARRA DO PIRAÍ,RJ,657,507.4089802130898,540.8916286149163,547.4356164383562,550.8415525114156,649.7716894977169,559.2698934550989,1.7179984484096198
BARRA DO TURVO,SP,51,482.47843137254904,505.8137254901961,538.2274509803922,517.6607843137255,587.4509803921569,526.3262745098039,1.0932539682539681
BARRA MANSA,RJ,1325,502.41154716981134,534.7923773584906,543.1354716981132,543.6257358490566,646.3698113207547,554.0669886792454,1.8133692628650904
BARRAS,PI,1486,450.6588829071332,467.78082099596236,482.0444145356662,461.0789367429341,542.6514131897712,480.84289367429335,0.6107233502538071
BARREIRA,CE,342,455.0157894736842,480.3640350877193,504.130701754386,493.6593567251462,557.485380116959,498.1310526315789,0.6870677731673582
BARREIRAS,BA,5033,482.4140671567653,498.265865289092,514.5259487383271,497.9717862110073,607.2839260878204,520.0923186966024,1.3008028642725398
BARREIRINHA,AM,259,434.42393822393825,465.8416988416988,464.61428571428576,455.22972972972974,503.9382239382239,464.8095752895753,0.632051282051282
BARREIRINHAS,MA,695,452.02604316546757,466.3263309352518,484.98057553956835,459.0930935251799,533.0647482014389,479.0981582733813,0.7043252595155709
BARREIROS,PE,915,468.900218579235,479.38502732240437,505.7549726775956,482.3688524590164,598.2295081967213,506.9277158469946,0.8955713504647348
BARRETOS,SP,1307,503.38859984697785,522.1808722264728,538.8931905126243,540.2474368783473,606.0596786534047,542.1539556235655,2.0287021630615643
BARRINHA,SP,272,482.3110294117647,504.19963235294114,526.3580882352941,507.24963235294115,577.6470588235294,519.5530882352941,1.6697284345047922
BARRO,CE,442,472.9203619909502,491.65995475113124,506.1904977375566,508.6171945701357,603.5294117647059,516.583484162896,0.7357032457496137
BARROQUINHA,CE,276,458.81739130434784,485.61666666666673,498.53586956521735,477.1528985507247,547.6811594202899,493.56079710144934,0.575836820083682
BARUERI,SP,3831,503.2353693552597,537.9765335421562,552.2917776037588,547.3251892456278,599.0550770033934,547.9767893500391,1.9258975574170076
BARÃO DE COCAIS,MG,431,509.07053364269143,531.2640371229699,540.1651972157773,543.061716937355,605.5684454756381,545.8259860788863,1.8072855464159812
BARÃO DE GRAJAÚ,MA,416,446.4072115384615,464.80384615384617,479.1723557692308,455.40408653846157,539.0865384615385,476.9748076923077,0.7320777642770352
BATAGUASSU,MS,310,469.85258064516125,485.0290322580645,506.8083870967742,494.9967741935484,531.2903225806451,497.59541935483867,1.402694610778443
BATALHA,PI,940,451.7604255319149,472.0477659574468,489.29563829787236,468.4656382978724,559.8723404255319,488.28836170212765,0.7158412887828163
BATATAIS,SP,849,510.85865724381625,539.1514723203769,550.1162544169612,550.2882214369847,614.299175500589,552.9427561837456,2.088607594936709
BATURITÉ,CE,1089,454.08567493112946,472.1550045913682,493.6564738292011,470.3824609733701,560.4591368227732,490.1477502295684,0.6307181505164781
