NO_MUNICIPIO_PROVA,UF,QTD_PARTICIPANTES,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
AURIFLAMA,SP,279,489.49211469534043,517.1670250896058,502.3483870967742,552.5763440860214,637.5627240143369,2.86
AURORA,CE,488,461.93299180327864,487.31700819672136,474.7,504.2829918032787,660.0,1.116122840690979
AURORA DO PARÁ,PA,141,448.5028368794326,479.51418439716315,455.2163120567376,469.47304964539006,545.3900709219859,1.6022099447513811
AUTAZES,AM,212,432.94764150943394,446.5919811320755,430.51650943396226,449.23962264150947,497.8301886792453,1.1244274809160306
AVARÉ,SP,778,517.1141388174807,545.3982005141388,532.7215938303342,578.3030848329049,643.9331619537276,3.82996632996633
AÇAILÂNDIA,MA,1539,463.85984405458095,494.25009746588694,475.2579597141001,498.2263157894737,600.6627680311891,1.9187716691431402
AÇU,RN,1352,476.4822485207101,500.7459319526627,481.89178994082835,506.92048816568047,615.3254437869823,1.6687383467992543
BACABAL,MA,2032,459.5076279527559,485.32440944881887,471.1453248031496,492.96220472440945,590.7185039370079,1.4876447876447876
BACURI,MA,325,442.38461538461536,456.43815384615385,440.99969230769227,466.0972307692308,548.4307692307692,1.0774487471526195
BAEPENDI,MG,253,495.01264822134385,521.8256916996047,510.2498023715415,549.201581027668,665.296442687747,2.21160409556314
BAGÉ,RS,1340,487.49641791044775,520.9573134328358,507.6594029850746,525.6892537313432,583.7313432835821,2.6161375661375663
BAIXA GRANDE,BA,483,467.4345755693582,498.65693581780533,477.1687370600414,504.01635610766044,609.9792960662526,1.2807133421400265
BAIXO GUANDU,ES,313,497.95974440894565,529.6680511182109,506.33226837060704,547.4460063897764,629.3290734824282,2.131853785900783
BAIÃO,PA,407,443.8302211302211,468.1690417690417,438.8083538083538,461.47297297297297,592.1867321867322,1.1327639751552796
BALNEÁRIO CAMBORIÚ,SC,1348,513.5195103857567,547.8244807121662,526.5663204747775,566.1921364985163,639.2878338278932,4.317714285714286
BALSAS,MA,1906,464.1664218258132,482.9548793284365,469.2715634837356,494.28478488982165,588.2266526757608,2.083560399636694
BAMBUÍ,MG,362,506.8160220994475,540.0878453038674,518.0817679558011,554.6325966850828,657.9005524861878,3.0398009950248754
BANABUIÚ,CE,207,457.60821256038645,483.319806763285,476.0734299516908,494.3859903381642,542.512077294686,1.2443502824858756
BANANEIRAS,PB,782,462.64565217391305,483.3572890025576,467.10473145780054,492.6482097186701,611.3299232736573,1.455522971652004
BANDEIRANTES,PR,614,474.77654723127034,496.8394136807818,490.8592833876221,517.7998371335505,585.0814332247558,2.8202247191011236
BARAÚNA,RN,370,462.29243243243246,486.44054054054055,471.92108108108107,494.00243243243244,645.027027027027,1.4910714285714286
BARBACENA,MG,2686,512.4059940431869,547.0793373045422,524.9965003723008,572.0124720774386,654.8101265822785,2.8393930718580016
BARBALHA,CE,1153,494.1542931483088,518.1683434518646,499.8168256721596,529.8536860364268,650.3209019947961,1.743417023882425
BARCARENA,PA,1847,468.42663779101247,495.93941526800216,472.5190579317812,488.1159177043855,585.9447753113157,1.814540059347181
BARCELOS,AM,123,448.949593495935,483.269918699187,459.20243902439023,467.1512195121951,543.5772357723578,1.7651515151515151
BARRA,BA,583,452.69554030874787,473.01217838765007,458.8200686106346,475.7480274442538,576.7409948542024,1.2949816401468788
BARRA BONITA,SP,487,507.2952772073922,539.4843942505134,529.871252566735,558.7158110882956,634.1273100616016,3.2291280148423005
BARRA DA ESTIVA,BA,793,470.26216897856244,496.1583858764186,476.4997477931904,508.7738965952081,602.4716267339218,1.514871794871795
BARRA DE GUABIRABA,PE,149,455.4469798657718,474.8818791946308,461.88255033557044,491.6261744966443,632.48322147651,1.3728813559322033
BARRA DE SÃO FRANCISCO,ES,506,477.97094861660077,505.39209486166004,488.4614624505929,521.1839920948617,595.4150197628459,2.341732283464567
BARRA DO BUGRES,MT,295,466.402372881356,490.6386440677966,473.9884745762712,500.5542372881356,577.1525423728814,2.733100233100233
BARRA DO CHOÇA,BA,311,463.30321543408354,492.7067524115755,472.3945337620579,498.2691318327975,594.0192926045016,1.5356394129979036
BARRA DO CORDA,MA,816,460.8014705882353,488.33370098039217,469.69460784313725,492.59276960784314,586.7892156862745,1.6079766536964981
BARRA DO GARÇAS,MT,1230,480.36243902439026,508.86487804878055,490.6924390243902,513.7226016260163,583.9349593495934,2.757821901323706
BARRA DO PIRAÍ,RJ,620,503.98709677419356,538.6383870967742,522.820806451613,551.7116129032258,678.7741935483871,3.0802919708029197
BARRA DO TURVO,SP,24,471.2833333333333,492.325,505.4916666666666,491.04583333333335,569.1666666666666,1.9387755102040816
BARRA MANSA,RJ,1386,496.06536796536795,531.1487734487735,515.891847041847,547.2525974025974,686.6233766233767,2.9828209764918627
BARRAS,PI,1366,450.75724743777454,473.4714494875549,455.3161786237189,478.35021961932654,589.7950219619327,1.0621565934065933
BARREIRA,CE,293,465.97235494880545,485.6552901023891,482.42081911262795,505.41877133105805,573.037542662116,1.1670305676855894
BARREIRAS,BA,4045,485.9046229913473,509.1352039555006,489.758739184178,517.599283065513,643.8912237330037,2.217069514708638
BARREIRINHA,AM,337,439.0590504451038,457.9756676557863,437.0240356083086,447.05400593471813,496.2017804154303,0.9587786259541985
BARREIRINHAS,MA,507,452.18658777120316,472.8453648915187,455.6514792899408,481.0564102564103,556.9230769230769,1.214572192513369
BARREIROS,PE,825,460.2289696969697,475.26678787878785,473.88206060606063,496.8511515151515,596.0,1.4937679769894534
BARRETOS,SP,1258,505.881240063593,529.5661367249602,514.6131955484897,553.1828298887123,632.1780604133545,3.4339298004129386
BARRINHA,SP,214,484.18551401869155,522.711214953271,505.7373831775701,530.538785046729,600.0934579439253,2.4767025089605736
BARRO,CE,420,469.87142857142857,498.85547619047617,482.4638095238095,517.4830952380952,642.2380952380952,1.2347740667976423
BARROQUINHA,CE,290,448.7751724137931,482.7706896551724,465.79413793103447,488.23,537.3793103448276,1.1124661246612466
BARUERI,SP,3715,502.351736204576,543.0241453566622,526.1826379542396,556.6227456258412,622.5033647375504,3.493
BARÃO DE COCAIS,MG,316,506.46613924050627,534.9550632911393,518.2522151898735,566.1835443037975,648.9873417721519,3.3895939086294415
BARÃO DE GRAJAÚ,MA,334,455.53682634730535,471.4467065868264,456.1269461077844,481.1488023952096,574.1317365269462,1.191609977324263
BATAGUASSU,MS,256,461.074609375,488.088671875,475.16484375,503.14296875,555.0,2.358662613981763
BATALHA,AL,768,458.93203124999997,477.55963541666665,459.33125,490.2403645833333,589.5572916666666,1.2417035398230087
BATATAIS,SP,790,508.92772151898737,538.3399999999999,521.5959493670886,564.2045569620253,651.0886075949367,3.3416009019165727
BATURITÉ,CE,923,456.6107258938245,482.2537378114843,473.2687973997833,491.35178764897074,578.136511375948,1.1183993399339933
BAURU,SP,3580,522.520530726257,554.9165363128492,535.7938268156424,582.8674581005587,651.0949720670391,4.4278457631032095
BAYEUX,PB,1213,467.3345424567189,493.91294311624074,481.1617477328936,497.24534212695795,600.7749381698269,1.582672361195851
BEBEDOURO,SP,901,519.4391786903441,542.6792452830189,528.7469478357381,577.9578246392897,660.4439511653718,4.121452894438138
BEBERIBE,CE,778,455.0158097686375,486.71221079691514,478.61812339331624,490.3827763496144,552.5706940874036,1.2134009009009008
BELA CRUZ,CE,342,469.1266081871345,482.3473684210526,484.193567251462,505.5102339181287,551.9298245614035,1.3234624145785876
BELA VISTA,MS,186,471.6747311827957,496.46720430107524,476.31559139784946,505.7462365591398,562.3655913978495,2.3036529680365296
BELFORD ROXO,RJ,1960,473.0068367346939,506.52091836734695,490.68602040816324,500.2670918367347,586.030612244898,1.8520950594121326
BELO HORIZONTE,MG,36665,531.9447674894313,571.9677076230738,545.7943133778808,592.8796563480158,678.6417564434747,4.225819473599225
BELO JARDIM,PE,1088,472.1159926470588,497.4322610294118,488.4068933823529,515.5656250000001,635.7536764705883,1.672983870967742
BELO ORIENTE,MG,150,487.1573333333334,512.5346666666667,499.44533333333334,536.1133333333333,656.9333333333333,2.5617283950617282
BELÉM,PA,38069,482.9297696288318,516.5896135963645,492.604389398198,511.4839370616512,626.8480916231055,2.2956494801448235
BELÉM DO SÃO FRANCISCO,PE,533,448.9427767354597,471.02101313320827,460.8243902439024,481.0746716697936,571.5572232645403,1.158605974395448
BENEVIDES,PA,1212,465.85973597359737,493.00800330033,469.5360561056105,483.0080858085809,597.5577557755776,1.5363423212192262
BENJAMIN CONSTANT,AM,445,421.93011235955055,433.07528089887643,410.87191011235956,437.52584269662924,422.561797752809,0.8814858490566038
BENTO GONÇALVES,RS,944,520.4989406779661,558.5577330508474,533.888029661017,578.4203389830509,655.5508474576271,4.346311475409836
BEQUIMÃO,MA,182,453.7043956043956,470.7857142857143,449.9379120879121,475.4818681318681,556.4835164835165,1.2330508474576272
BERTIOGA,SP,346,486.742774566474,513.1283236994219,506.4291907514451,525.1884393063584,579.7109826589596,2.6231060606060606
BERURI,AM,102,437.01862745098043,453.31176470588235,438.0049019607843,462.1372549019608,508.62745098039215,0.9933993399339934
BETIM,MG,3601,501.3450708136629,539.5027770063871,519.8514579283533,549.1373507359067,631.4190502638156,2.8008689355539462
BEZERROS,PE,1088,477.0170955882353,499.20284926470583,489.43777573529417,513.7999080882354,613.0330882352941,1.338192419825073
BIGUAÇU,SC,797,503.068130489335,533.6082810539523,510.62409033877043,550.2493099121707,612.67252195734,3.281282316442606
BIRIGUI,SP,1066,508.5299249530957,542.1074108818011,528.1941838649155,570.3441838649156,630.46904315197,3.1593264248704664
BLUMENAU,SC,2339,514.5656690893545,546.5662676357417,525.3254809747756,565.839974348012,633.3561351004703,4.428921568627451
BOA ESPERANÇA,MG,878,491.10671981776767,514.7846241457859,500.66890660592253,542.7242596810934,631.3895216400911,2.6281380753138075
BOA VIAGEM,CE,732,453.6341530054645,481.21939890710377,470.6404371584699,493.64740437158474,536.8579234972677,1.1571925754060324
BOA VISTA,RR,4449,487.65866486850973,514.674960665318,497.49617891661046,514.035985614745,589.8359181838615,2.976875483372003
