NO_MUNICIPIO_PROVA,UF,QTD_PARTICIPANTES,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,RENDA_FAMILIAR_SM_MEDIA
MADALENA,CE,233,453.8068669527897,490.49527896995704,472.6497854077253,493.7802575107296,574.5064377682403,0.6289398280802292
MAFRA,SC,657,505.97762557077624,534.703196347032,503.7729071537291,547.5109589041097,611.2633181126332,3.977272727272727
MAGÉ,RJ,1711,483.60303915838693,514.7527761542957,499.70783167738165,511.7624780829924,603.6119228521333,2.1412081569834553
MAIRINQUE,SP,433,503.72124711316394,542.103233256351,523.4538106235566,548.3099307159354,594.9653579676674,2.9187956204379564
MAIRIPORÃ,SP,490,508.76163265306127,545.9589795918367,527.9820408163265,559.0361224489797,625.7551020408164,3.3370044052863435
MALACACHETA,MG,188,482.53031914893614,511.7377659574468,497.8356382978724,528.5026595744681,599.6808510638298,1.9422310756972112
MAMANGUAPE,PB,885,460.1641807909604,484.7907344632768,468.02915254237286,491.37785310734466,564.090395480226,1.3322460391425908
MAMBAÍ,GO,161,447.14906832298135,479.00931677018633,457.9621118012422,473.67080745341616,531.304347826087,1.6278026905829597
MANACAPURU,AM,932,449.7601931330472,469.87800429184546,460.3277896995708,469.43004291845494,520.4077253218884,1.423251847640705
MANAQUIRI,AM,99,433.6484848484848,447.80101010101015,429.4414141414141,449.10303030303027,491.5151515151515,0.8818493150684932
MANAUS,AM,29494,470.39483284735877,499.81219909134063,486.7618566488099,499.920672001085,566.2100766257544,2.1157757009345795
MANDIRITUBA,PR,198,484.0358585858586,516.1368686868688,494.3575757575758,517.3782828282827,582.8282828282828,2.8207547169811322
MANGA,MG,310,463.0196774193549,482.2758064516129,470.48387096774195,488.80645161290323,564.6451612903226,1.6269035532994924
MANGARATIBA,RJ,259,491.27181467181464,513.3189189189189,498.9266409266409,505.0212355212355,588.5714285714286,2.9571045576407506
MANHUAÇU,MG,1997,493.35468202303457,520.8246369554332,503.3737105658488,544.1963445167752,644.2864296444667,2.5343096234309623
MANHUMIRIM,MG,331,502.0891238670695,536.6063444108762,514.1969788519638,549.661329305136,641.6918429003022,2.410994764397906
MANICORÉ,AM,146,447.98835616438356,469.35,454.8328767123288,459.8082191780822,519.5890410958904,1.3422982885085575
MANTENA,MG,292,491.0147260273972,525.2729452054795,511.56780821917806,542.1424657534246,626.4383561643835,2.333759590792839
MARABÁ,PA,5199,470.57543758415085,499.4045393344874,474.04637430275056,500.66195422196574,613.9142142719754,2.2088815789473686
MARACAJU,MS,296,476.21418918918914,498.64121621621615,481.9442567567568,503.1621621621622,601.418918918919,2.808483290488432
MARACANAÚ,CE,2695,475.96211502782927,513.4689053803339,500.8200371057514,515.601892393321,606.152133580705,1.6399360292437744
MARACAÇUMÉ,MA,402,446.56990049751244,466.00721393034826,450.1064676616915,477.91965174129353,576.4676616915423,1.333011583011583
MARACÁS,BA,506,466.4086956521739,496.2687747035573,483.27944664031617,498.7207509881423,600.5928853754941,1.387857142857143
MARAGOGIPE,BA,282,455.558865248227,482.21241134751773,462.1067375886525,492.09929078014187,589.3617021276596,1.238938053097345
MARANGUAPE,CE,1320,466.75575757575757,498.66992424242426,486.05,506.52007575757574,578.7727272727273,1.418957345971564
MARATAÍZES,ES,510,480.1192156862745,510.24117647058824,495.0733333333333,528.9768627450981,613.6862745098039,2.186466165413534
MARAU,RS,788,490.8366751269035,519.2134517766498,499.1611675126904,534.8953045685279,648.248730964467,3.60286783042394
MARAVILHA,SC,875,499.8976,525.4185142857143,499.2716571428572,534.8961142857142,619.4514285714286,4.132998745294856
MARAÃ,AM,59,434.64915254237286,433.28644067796614,423.5576271186441,448.06271186440677,447.1186440677966,0.9911504424778761
MARCELÂNDIA,MT,66,458.6530303030303,494.1969696969697,479.9818181818182,499.30000000000007,563.030303030303,3.425287356321839
MARCO,CE,856,443.133761682243,462.03492990654206,456.430023364486,485.3623831775701,480.14018691588785,0.8820662768031189
MARECHAL CÂNDIDO RONDON,PR,751,506.6868175765646,530.1822902796272,508.46484687083887,551.9222370173102,636.2982689747004,3.9752530933633294
MARECHAL DEODORO,AL,498,471.90140562248996,504.23413654618474,486.2678714859438,504.535140562249,588.5140562248996,2.090974212034384
MARECHAL THAUMATURGO,AC,51,441.51764705882357,469.2823529411765,446.65490196078434,449.47058823529414,529.4117647058823,1.2470588235294118
MARI,PB,341,455.0152492668622,481.91818181818184,461.425219941349,484.7307917888563,587.1554252199413,1.1441647597254005
MARIALVA,PR,238,499.30378151260504,526.0487394957984,510.0201680672269,528.214705882353,623.781512605042,3.419642857142857
MARIANA,MG,1048,497.84914122137405,535.381965648855,515.9649809160305,537.9259541984733,638.4541984732824,2.8086984957488554
MARICÁ,RJ,1839,495.63012506797173,533.9742251223491,512.7778140293638,540.5638390429582,632.8004350190321,3.2052854122621564
MARINGÁ,PR,4940,517.2405263157896,530.2936437246964,512.9815384615384,557.148056680162,629.9757085020243,4.250263832353385
MARITUBA,PA,1701,464.0687830687831,491.006937095826,470.5781305114639,478.5575543797766,577.5073486184597,1.473257698541329
MARTINÓPOLIS,SP,265,497.7822641509434,521.3656603773585,505.08000000000004,548.1064150943397,615.6981132075472,2.745222929936306
MARUIM,SE,266,453.256015037594,476.6481203007519,459.5312030075188,478.49924812030076,566.4661654135339,1.4291044776119404
MARÍLIA,SP,2753,517.6952778786779,544.1817653468943,528.119978205594,575.0735561205958,664.8601525608427,3.805
MASSAPÊ,CE,584,455.5982876712329,480.00650684931503,472.30222602739724,493.42791095890414,560.3767123287671,1.0709342560553634
MATA DE SÃO JOÃO,BA,229,470.98602620087337,495.97729257641925,489.435807860262,496.0524017467249,591.17903930131,1.565155807365439
MATEUS LEME,MG,224,507.54196428571424,542.8825892857143,523.1558035714286,559.0223214285714,634.5535714285714,2.699712643678161
MATINHA,MA,326,443.589263803681,459.3684049079755,444.49601226993866,463.65828220858896,531.9018404907976,1.1286089238845145
MATINHOS,PR,339,490.2601769911505,518.9563421828909,504.83067846607673,532.5790560471976,579.7050147492625,2.8259187620889747
MATOZINHOS,MG,447,492.00111856823264,530.5062639821028,509.7145413870246,537.3975391498882,628.4563758389262,2.7704347826086955
MATÃO,SP,632,516.9757911392405,548.4579113924051,534.6106012658228,574.3055379746835,646.867088607595,3.9427430093209055
MAURITI,CE,949,462.9868282402529,482.1367755532139,466.2200210748156,490.3377239199157,578.9462592202318,1.139943074003795
MAUÁ,SP,2507,493.98524132429196,536.3425608296769,523.7094934184283,545.6097726366174,608.2728360590347,2.9087381431445816
MAUÁ DA SERRA,PR,201,477.44029850746267,510.6154228855721,490.4218905472637,514.1457711442786,566.6666666666666,2.7873831775700935
MAUÉS,AM,342,447.34561403508775,476.924269005848,461.05877192982456,463.8236842105263,528.6549707602339,1.262368815592204
MAZAGÃO,AP,203,438.56748768472903,461.0073891625616,436.14285714285717,455.6034482758621,508.57142857142856,1.3634920634920635
MEDEIROS NETO,BA,212,468.1740566037736,486.0415094339623,470.1735849056604,490.24764150943395,583.4905660377359,1.6238390092879258
MEDIANEIRA,PR,847,498.3716646989374,529.2792207792207,510.758559622196,543.2103896103896,603.801652892562,3.536231884057971
MESQUITA,RJ,1222,476.7253682487725,517.2152209492635,502.91170212765957,516.5787234042552,588.8707037643208,2.2306243272335844
MIGUEL ALVES,PI,175,455.508,484.57942857142854,458.64514285714284,475.7657142857143,575.6571428571428,1.2995169082125604
MIGUEL CALMON,BA,555,464.42576576576573,485.712972972973,469.84666666666664,493.2722522522522,585.3333333333334,1.3818537859007833
MIGUEL PEREIRA,RJ,405,493.23851851851856,529.1664197530864,514.603950617284,541.8496296296296,636.4938271604939,2.588235294117647
MILAGRES,CE,936,471.1105769230769,496.0805555555556,479.722329059829,496.6773504273504,612.2863247863248,1.2164179104477613
MIMOSO DO SUL,ES,335,492.3026865671642,504.8638805970149,493.764776119403,533.2525373134329,607.5820895522388,1.9901960784313726
MINAS NOVAS,MG,431,479.04408352668213,502.4375870069606,484.730626450116,514.1361948955916,562.0881670533643,1.6723790322580645
MINAÇU,GO,377,469.6599469496021,488.136074270557,483.9198938992042,510.4488063660478,613.262599469496,2.1818181818181817
MINEIROS,GO,1040,483.64663461538464,509.175,492.13442307692304,524.5629807692308,629.9423076923077,2.7475212464589234
MIRACATU,SP,139,485.4258992805755,532.6179856115108,514.6676258992806,544.2712230215827,620.5755395683453,2.350785340314136
MIRACEMA,RJ,353,488.4759206798867,519.8388101983003,506.4696883852691,540.3215297450425,670.4815864022663,2.4875
MIRACEMA DO TOCANTINS,TO,603,457.5116086235489,483.1336650082918,467.61674958540635,485.6016583747927,553.2006633499171,1.8634708737864079
MIRANDA,MS,154,462.14740259740256,481.6441558441558,464.4720779220779,490.5857142857143,516.2337662337662,1.8847926267281105
MIRANDIBA,PE,330,454.8084848484848,471.14787878787877,453.0578787878788,478.90636363636366,534.3636363636364,1.2658536585365854
MIRANDÓPOLIS,SP,291,493.2089347079037,530.3319587628866,512.5151202749141,551.0745704467354,623.5051546391752,3.2670250896057347
MIRANTE DA SERRA,RO,172,480.6296511627907,506.23779069767437,481.1598837209302,503.98779069767437,605.8139534883721,2.4105504587155964
MIRANTE DO PARANAPANEMA,SP,172,478.625,513.539534883721,497.0267441860465,527.053488372093,591.8604651162791,1.925233644859813
MIRASSOL,SP,479,515.9434237995824,549.2807933194155,530.5903966597077,572.9256784968685,649.9373695198329,4.057884231536926
MIRASSOL D'OESTE,MT,309,470.9870550161812,498.1673139158576,476.75113268608413,497.0271844660194,568.8025889967638,2.402088772845953
MIRINZAL,MA,340,436.3426470588235,466.13235294117646,445.04264705882355,459.8935294117647,528.4117647058823,1.0150862068965518
MISSÃO VELHA,CE,555,467.369009009009,487.9589189189189,469.84288288288286,501.43207207207206,612.5765765765766,1.371345029239766
MOCAJUBA,PA,792,445.389393939394,463.07108585858583,436.9667929292929,456.6550505050505,562.8535353535353,1.0630671506352087
MOCOCA,SP,688,513.9024709302325,539.022965116279,526.4803779069767,573.6261627906977,683.4593023255813,3.7916666666666665
MOGI DAS CRUZES,SP,4288,509.3571595149254,544.8953125,528.1899253731343,568.0267723880596,633.6893656716418,3.7818815331010454
MOGI GUAÇU,SP,955,521.5709947643979,553.3005235602094,534.8424083769634,580.326282722513,640.2303664921466,3.7672413793103448
MOGI MIRIM,SP,755,526.0692715231788,556.6941721854305,535.7303311258279,585.7593377483444,655.7615894039735,4.87920298879203
MOJU,PA,793,446.9889029003783,465.2008827238335,449.79634300126105,462.9146279949558,558.7389659520807,1.301179443976411
MOMBAÇA,CE,491,465.3309572301426,499.44195519348267,487.0112016293279,516.50549898167,608.9205702647657,1.1256117455138663
MONGAGUÁ,SP,287,492.39198606271776,533.4491289198606,523.6560975609756,532.0839721254356,597.0731707317074,2.334065934065934
MONSENHOR GIL,PI,341,449.45923753665693,474.9211143695015,457.0706744868035,482.033137829912,569.3841642228739,1.3516483516483517
MONSENHOR TABOSA,CE,293,448.27269624573375,469.83549488054604,463.1686006825938,475.06484641638224,524.1638225255973,0.7406639004149378
MONTANHA,ES,346,478.11791907514447,504.5921965317919,489.9234104046243,515.821676300578,609.0173410404624,2.0853365384615383
MONTE ALEGRE,PA,653,452.53660030627873,468.1358346094947,449.2963246554364,466.54992343032154,597.5803981623277,1.3516166281755195
MONTE ALEGRE DE SERGIPE,SE,202,475.84801980198023,492.1311881188119,473.30445544554453,511.43019801980194,649.2079207920792,1.194300518134715
MONTE ALTO,SP,387,518.3416020671835,542.8514211886305,526.8609819121448,579.0552971576227,675.5038759689922,3.8552631578947367
MONTE APRAZÍVEL,SP,320,515.4859375,534.1225000000001,520.9293749999999,572.895625,651.6875,3.7107843137254903
MONTE AZUL,MG,457,470.4947483588622,490.82516411378555,481.7242888402626,522.9089715536105,597.5054704595186,1.7054108216432866
MONTE CARMELO,MG,721,488.79556171983353,515.076560332871,500.5263522884882,535.4124826629682,623.3009708737864,2.6979949874686717
MONTE MOR,SP,368,499.57880434782606,533.2502717391304,520.0179347826087,543.8972826086957,602.7717391304348,3.0018382352941178
MONTE NEGRO,RO,97,445.63505154639176,472.7463917525773,462.01855670103095,485.6505154639175,551.7525773195877,2.1766917293233083
MONTE SANTO,BA,349,456.01690544412605,483.58681948424066,465.4515759312321,482.3908309455587,579.1977077363897,1.1363636363636365
MONTE SIÃO,MG,308,504.8201298701299,539.2461038961038,527.9045454545454,564.6094155844156,649.9350649350649,3.2430167597765363
MONTEIRO,PB,886,464.6607223476298,493.3974040632054,476.95293453724605,496.3930022573364,591.3318284424379,1.2471059661620658
MONTENEGRO,RS,721,500.649653259362,534.2850208044383,515.6703190013869,553.9531206657421,617.3925104022192,3.7993762993762994
MONTES ALTOS,MA,293,454.07201365187717,471.1965870307167,453.2730375426621,467.64948805460745,552.2184300341297,1.2313019390581716
MONTES CLAROS,MG,7919,508.61216062634173,540.9649576966789,519.6923854021973,553.9897840636444,671.5847960601086,2.7864380711119154
MORADA NOVA,CE,778,477.05796915167093,503.0547557840617,491.15526992287914,521.8703084832905,628.8946015424165,1.39450441609421
MORENO,PE,848,472.3403301886792,499.55448113207547,480.6626179245283,505.9720518867924,594.2688679245283,1.6737400530503979
MORRINHOS,GO,795,482.462893081761,510.46377358490565,495.0132075471698,527.3893081761006,643.8993710691824,2.6491739552964044
MORRO DO CHAPÉU,BA,730,459.53698630136984,488.5090410958904,469.48506849315066,488.8716438356164,584.2465753424658,1.4521690767519466
MOSSORÓ,RN,6038,492.55574693607156,519.2752732692945,502.0060119244783,536.0983272606824,637.5488572374959,2.4800336004135435
MOSTARDAS,RS,136,461.62279411764706,494.92941176470583,477.2485294117647,502.6727941176471,563.2352941176471,2.0369318181818183
MUCAJAÍ,RR,67,451.0417910447761,461.31194029850747,461.1044776119403,471.26417910447765,545.9701492537314,1.921875
MUCURI,BA,316,490.0746835443038,513.3908227848101,494.27310126582273,538.125,631.8354430379746,2.1699751861042182
MULUNGU,CE,214,450.3929906542056,478.36074766355136,457.9392523364486,469.7920560747664,569.3457943925233,0.9927536231884058
MURIAÉ,MG,1907,502.83754588358676,528.1804404824331,512.9269533298374,555.1173571054012,664.1216570529627,2.6646825396825395
MURITIBA,BA,272,484.13713235294114,511.20588235294116,491.3658088235294,514.7411764705882,624.0441176470588,1.726063829787234
MUTUM,MG,263,499.6794676806084,527.6665399239544,503.9471482889734,552.609505703422,642.3574144486691,2.1915254237288138
MUTUÍPE,BA,588,458.33384353741496,474.6513605442177,461.6068027210884,484.03639455782314,591.1224489795918,1.359731543624161
MUZAMBINHO,MG,525,500.7057142857143,526.4839999999999,513.9592380952381,560.0329523809523,636.1142857142858,2.701848998459168
MÂNCIO LIMA,AC,218,447.3366972477064,475.1651376146789,457.4229357798165,464.19174311926605,584.5871559633027,1.376068376068376
MÃE DO RIO,PA,534,450.9258426966292,465.8069288389513,451.3779026217228,471.54887640449437,568.9887640449438,1.333567415730337
NANUQUE,MG,455,474.66109890109885,504.9931868131868,487.06,516.8687912087912,599.032967032967,2.018612521150592
NATAL,RN,19390,512.0373749355338,547.787555440949,523.4392160907685,558.2047034553893,656.1010830324909,3.3837044820757387
NATIVIDADE,TO,108,443.5027777777778,461.06666666666666,449.2583333333333,468.30648148148146,537.4074074074074,1.7832167832167831
NAVEGANTES,SC,624,486.29551282051284,527.7084935897435,505.5383012820513,526.6633012820513,594.2628205128206,2.845723014256619
NAVIRAÍ,MS,574,477.2660278745645,503.0508710801394,490.3400696864112,517.1783972125436,595.0174216027874,2.6823453608247423
NAZARÉ,BA,687,461.27001455604073,489.4604075691412,474.26259097525474,488.48093158660845,577.4090247452693,1.401639344262295
NAZARÉ DA MATA,PE,917,467.6989094874591,491.98026172300985,476.5641221374046,498.8762268266085,616.7284623773173,1.5156826568265682
NEPOMUCENO,MG,261,500.4750957854406,518.8325670498084,509.61877394636014,550.8176245210727,649.1187739463602,2.283489096573209
NERÓPOLIS,GO,552,476.31159420289856,511.772463768116,488.3052536231884,514.2498188405798,614.1666666666666,2.1858064516129034
NEÓPOLIS,SE,514,438.6352140077821,456.8661478599222,442.75972762645915,465.17957198443577,525.136186770428,1.214992927864215
NHAMUNDÁ,AM,359,438.75626740947075,452.95598885793873,434.4952646239554,451.8359331476323,505.96100278551535,0.9786324786324786
NILÓPOLIS,RJ,2127,486.69863657733896,525.3245886224729,507.91024917724496,528.1814762576398,612.1673718852844,2.55071754729289
NIOAQUE,MS,110,459.3263636363636,476.20363636363635,454.47545454545457,483.40090909090907,552.5454545454545,1.9834437086092715
NIQUELÂNDIA,GO,440,469.16409090909093,494.48931818181813,489.84227272727276,512.5506818181818,601.0909090909091,1.9058898847631243
NITERÓI,RJ,8881,522.5339038396577,559.7362909582255,538.0346019592388,581.7492624704425,685.6457606125437,4.973053047404063
NOSSA SENHORA APARECIDA,SE,183,461.7928961748634,477.8185792349727,457.56666666666666,488.81639344262294,628.4153005464481,1.346774193548387
NOSSA SENHORA DA GLÓRIA,SE,955,471.2178010471204,492.6279581151833,469.54994764397907,506.0520418848168,595.6649214659686,1.4316742081447964
NOSSA SENHORA DAS DORES,SE,609,453.1113300492611,470.4866995073892,451.79622331691303,478.3361247947455,584.5320197044335,1.2848751835535976
NOSSA SENHORA DO LIVRAMENTO,MT,51,454.2803921568627,487.61176470588236,465.1235294117647,487.6098039215686,543.9215686274509,2.301470588235294
NOSSA SENHORA DO SOCORRO,SE,1754,466.0870581527936,498.4245153933865,481.5484036488028,497.8988027366021,610.8779931584949,1.503708281829419
NOVA ANDRADINA,MS,527,477.94724857685014,502.6796963946869,490.3415559772296,514.7499051233397,558.5199240986717,2.6416309012875536
NOVA BRASILÂNDIA D'OESTE,RO,154,476.6525974025974,504.0097402597403,478.75909090909084,510.85259740259744,602.077922077922,1.8973214285714286
NOVA CRUZ,RN,1084,469.7520295202952,496.9666051660517,478.31337638376385,511.15645756457565,614.1881918819188,1.6803041274438812
NOVA ERA,MG,371,495.2919137466307,527.6463611859838,510.68894878706203,550.0797843665769,629.9191374663072,2.6201298701298703
NOVA ESPERANÇA,PR,304,481.73914473684215,503.8141447368421,497.1345394736842,512.7828947368421,602.3684210526316,3.176767676767677
NOVA FRIBURGO,RJ,2498,512.2757806244996,550.552522017614,531.5919935948759,568.1203763010408,690.2802241793435,3.3767123287671232
NOVA IGUAÇU,RJ,6835,484.9314411119239,520.8791514264814,503.3250621799561,520.5217995610826,606.4462326261887,2.346877424359969
NOVA LIMA,MG,1046,527.0182600382409,566.3579349904398,543.8661567877629,594.9690248565965,679.1204588910134,4.654985549132948
NOVA MUTUM,MT,455,486.8175824175824,515.0252747252747,493.63868131868134,527.2171428571428,590.4175824175824,3.475346687211094
NOVA ODESSA,SP,396,507.0335858585858,549.6325757575758,532.5429292929293,567.9411616161616,639.3434343434343,3.716188524590164
NOVA OLINDA,CE,366,459.7226775956284,482.12185792349726,470.0292349726776,496.1775956284153,556.1748633879781,0.9962825278810409
NOVA OLINDA DO NORTE,AM,225,423.02177777777774,436.1431111111111,421.06177777777776,448.93333333333334,482.6666666666667,0.9526717557251908
NOVA OLÍMPIA,MT,157,467.2452229299363,482.70063694267515,462.3789808917197,487.44649681528665,561.0191082802547,2.452272727272727
NOVA PETRÓPOLIS,RS,256,527.496875,560.366796875,536.997265625,571.203515625,661.09375,4.331615120274914
NOVA PRATA,RS,504,498.42063492063494,524.8934523809523,505.9708333333333,544.3882936507937,667.4206349206349,3.703960396039604
NOVA RUSSAS,CE,945,456.3062433862434,479.0275132275132,467.8995767195767,490.3304761904762,527.5555555555555,1.0937759336099586
NOVA SERRANA,MG,606,502.5486798679868,536.83399339934,516.3493399339934,555.2443894389438,642.2772277227723,2.772108843537415
NOVA VENÉCIA,ES,637,508.22951334379906,527.8850863422292,505.52715855572995,555.5615384615385,628.0062794348509,2.4164663461538463
NOVA VIÇOSA,BA,243,458.35473251028804,482.1164609053498,469.1057613168724,494.11069958847736,587.0781893004115,1.693633952254642
NOVA XAVANTINA,MT,265,466.6079245283019,487.0003773584906,467.0241509433962,491.4490566037736,561.2830188679245,2.5565217391304347
NOVO ACORDO,TO,208,432.0543269230769,440.9677884615385,423.5567307692308,456.7817307692308,494.13461538461536,1.4094488188976377
NOVO AIRÃO,AM,137,434.94160583941607,456.55255474452554,443.6459854014599,452.4467153284671,527.8832116788321,1.1430722891566265
NOVO ARIPUANÃ,AM,134,427.944776119403,450.460447761194,437.3320895522388,448.3216417910448,446.1194029850746,1.1468842729970326
NOVO CRUZEIRO,MG,349,473.88939828080225,498.11805157593125,488.47621776504303,511.8876790830945,600.7449856733524,1.6550480769230769
NOVO GAMA,GO,686,458.5418367346939,493.2727405247813,480.34067055393587,485.200583090379,565.4227405247814,1.702608695652174
NOVO HAMBURGO,RS,1417,514.803105151729,553.697247706422,535.6357798165138,573.2395906845449,638.0804516584333,3.904255319148936
NOVO HORIZONTE,SP,445,503.254606741573,518.9793258426967,515.3222471910112,561.5411235955056,697.438202247191,3.16815144766147
NOVO ORIENTE,CE,610,451.54032786885244,477.3008196721311,472.4481967213115,498.4403278688524,549.639344262295,1.1499118165784832
NOVO PROGRESSO,PA,170,467.05117647058825,481.94235294117647,466.35999999999996,490.0711764705883,551.7647058823529,2.8444976076555024
NOVO REPARTIMENTO,PA,292,455.7171232876712,482.543493150685,458.52705479452055,482.31198630136987,564.7945205479452,1.7636363636363637
NÍSIA FLORESTA,RN,143,466.35944055944054,492.4202797202798,476.33636363636367,487.15874125874126,572.8671328671329,1.6048387096774193
OCARA,CE,372,455.26881720430106,488.2540322580645,477.53655913978497,493.0873655913978,570.3225806451613,1.0093632958801497
OEIRAS,PI,1730,451.3134682080925,473.3676878612717,458.22554913294795,488.4654335260115,578.5317919075145,1.225359911406423
OEIRAS DO PARÁ,PA,330,450.1263636363637,475.45757575757574,453.4518181818182,467.0763636363637,552.6666666666666,1.20616570327553
OIAPOQUE,AP,295,435.2213559322034,453.3423728813559,431.6966101694915,452.74813559322035,499.66101694915255,1.5069033530571991
OLHO D'ÁGUA DAS FLORES,AL,470,455.983829787234,475.89574468085107,465.12638297872337,485.27255319148935,574.936170212766,1.3865979381443299
OLINDA,PE,5382,486.80169082125605,515.7076365663322,502.1194723151245,528.8154403567447,619.8476402824228,2.3088852262511237
OLIVEIRA,MG,972,499.9725308641975,532.1352880658436,512.4564814814815,552.2064814814814,666.5843621399177,2.7564229249011856
OLIVEIRA DOS BREJINHOS,BA,142,464.6154929577464,481.2992957746479,463.29859154929574,505.6732394366198,636.9014084507043,1.4782608695652173
OLÍMPIA,SP,572,513.3760489510489,543.1777972027973,528.2826923076923,568.8571678321678,637.4475524475524,3.3456883509833584
ORIXIMINÁ,PA,744,459.1331989247312,486.067876344086,465.26478494623655,481.1918010752688,596.7741935483871,1.5434995112414467
ORLEANS,SC,358,507.1622905027933,531.6120111731843,507.627374301676,551.85,637.9329608938548,3.919753086419753
ORLÂNDIA,SP,771,500.3363164721141,528.8487678339819,510.44228274967577,550.5330739299611,671.3359273670558,3.3924418604651163
OROBÓ,PE,591,462.4649746192893,483.7472081218274,468.6524534686971,496.5191201353638,637.0219966159052,1.231145251396648
ORÓS,CE,286,445.48356643356647,464.80454545454546,462.00804195804193,473.9409090909091,484.4755244755245,1.027220630372493
OSASCO,SP,6808,506.7203877790834,547.6363542890716,528.7465334900118,556.4756316098708,631.89776733255,3.7228691197019095
OSVALDO CRUZ,SP,296,506.6635135135135,544.7418918918919,529.9483108108109,569.4236486486486,644.6621621621622,2.9611111111111112
OSÓRIO,RS,663,503.1348416289593,536.0343891402715,519.8883861236802,548.2755656108598,643.6199095022624,3.574251497005988
OURICURI,PE,1170,469.7336752136752,489.62829059829056,474.95470085470083,506.5152136752137,590.5470085470085,1.327117572692794
OURINHOS,SP,1090,504.6137614678899,535.4355963302753,522.725871559633,564.6507339449541,618.2018348623853,3.559284116331096
OURO BRANCO,MG,653,521.2238897396632,565.7361408882083,539.528943338438,581.9137825421134,677.3660030627872,3.335714285714286
OURO FINO,MG,321,506.25109034267916,533.6968847352025,517.581308411215,565.9177570093458,649.5950155763239,2.7526315789473683
OURO PRETO,MG,1280,499.97640625,541.171171875,513.2907031249999,546.171875,634.359375,2.9072900158478605
OURO PRETO DO OESTE,RO,456,478.2311403508772,498.8831140350878,484.01403508771926,509.8050438596491,593.2456140350877,2.4114238410596025
OURÉM,PA,238,443.48025210084035,467.463025210084,449.0567226890756,474.8260504201681,550.0840336134454,1.1287128712871286
PACAJUS,CE,1164,468.5062714776633,504.87620274914093,491.0729381443299,510.6601374570447,596.5292096219931,1.333218232044199
PACAJÁ,PA,276,454.4981884057971,463.2539855072464,445.7326086956522,473.72065217391304,567.1739130434783,1.9664634146341464
PACATUBA,CE,925,460.7955675675676,490.6257297297297,481.47805405405404,497.87956756756756,569.7945945945946,1.2372047244094488
PACOTI,CE,567,444.04603174603176,468.22310405643736,464.9569664902998,470.92786596119925,556.9312169312169,1.0993322203672788
PADRE BERNARDO,GO,237,448.32784810126583,473.31181434599154,463.6383966244726,494.82742616033755,530.379746835443,1.8937282229965158
PADRE PARAÍSO,MG,210,480.7547619047619,508.7080952380952,491.6666666666667,516.2657142857144,626.5714285714286,1.662751677852349
PAIÇANDU,PR,165,474.72969696969693,505.02606060606064,496.63454545454545,494.93151515151516,588.2424242424242,2.6483516483516483
PALHOÇA,SC,2110,499.8420379146919,534.3147867298578,512.7596208530806,546.0809478672986,607.9620853080569,3.335588124765126
PALMARES,PE,970,462.9370103092784,489.0215463917526,481.7721649484536,504.05515463917527,602.4536082474227,1.6382470119521912
PALMAS,TO,6542,492.2070314888413,521.3075206358911,502.7392693365943,533.4168755732193,629.1073066340568,3.3480022831050227
PALMAS DE MONTE ALTO,BA,229,475.2829694323144,497.9965065502183,473.37292576419213,499.6196506550218,614.6724890829694,1.4105839416058394
PALMEIRA,PR,254,502.9811023622047,529.7185039370079,508.01929133858266,533.584251968504,569.6850393700787,3.2149532710280373
PALMEIRA DAS MISSÕES,RS,614,476.0342019543974,511.11775244299673,492.9201954397394,517.3345276872965,618.5667752442997,2.712213740458015
PALMEIRA DOS ÍNDIOS,AL,1559,472.58499037844774,493.9636946760744,476.0276459268762,508.0898652982681,627.4663245670301,1.6539641943734016
PALMEIRÓPOLIS,TO,193,448.8720207253886,461.93678756476686,450.50673575129537,471.87927461139896,529.6373056994819,1.446351931330472
PALMITOS,SC,455,491.66175824175826,515.3312087912088,487.3575824175824,532.9364835164836,606.2417582417582,3.498714652956298
PALOTINA,PR,422,506.17559241706164,533.8751184834123,511.0004739336493,547.0236966824644,627.914691943128,4.068702290076335
PANAMBI,RS,607,497.74316309719933,530.0146622734761,503.4813838550247,541.6014827018122,613.9044481054366,3.3783783783783785
PANELAS,PE,545,459.61981651376146,483.5071559633028,474.3374311926605,494.9269724770642,613.9449541284404,1.1914191419141915
PARACAMBI,RJ,533,490.08330206378986,523.5240150093808,505.58893058161357,530.3960600375234,630.6191369606004,2.5100574712643677
PARACATU,MG,976,493.49436475409834,520.5668032786886,503.70348360655737,533.0990778688524,616.4344262295082,3.1493411420204978
PARACURU,CE,811,460.7893958076449,485.55450061652283,476.92071516646115,493.8138101109741,526.8557336621456,1.310546875
PARAGOMINAS,PA,1415,470.66876325088344,497.8636042402827,479.3372438162544,502.1390106007067,610.4734982332155,2.0189144736842106
PARAGUAÇU PAULISTA,SP,370,499.72891891891896,534.2102702702703,519.7272972972974,551.7627027027028,614.7567567567568,3.045977011494253
PARAIPABA,CE,684,459.6048245614035,477.7682748538012,471.924269005848,500.358918128655,559.9415204678363,1.0248447204968945
PARAMBU,CE,336,459.97440476190474,483.59285714285716,469.3130952380953,482.2866071428571,516.4285714285714,0.9988262910798122
