NO_MUNICIPIO_PROVA,UF,QTD_PARTICIPANTES,NU_NOTA_CN_MEDIA,NU_NOTA_CH_MEDIA,NU_NOTA_LC_MEDIA,NU_NOTA_MT_MEDIA,NU_NOTA_REDACAO_MEDIA,MEDIA_GERAL,RENDA_FAMILIAR_SM_MEDIA
AMÉLIA RODRIGUES,BA,398,468.6731155778894,486.37211055276384,506.2974874371859,480.39899497487437,596.7336683417085,507.6950753768844,1.3637316561844863
ANAGÉ,BA,557,457.02962298025136,477.4147217235188,493.5206463195691,471.3319569120288,577.8815080789947,495.4356912028726,1.056047197640118
ANAJATUBA,MA,255,456.1470588235294,454.53254901960787,481.2207843137255,479.7266666666667,599.4509803921569,494.2156078431373,0.9879725085910653
ANAJÁS,PA,371,440.68625336927226,437.5897574123989,462.1946091644205,444.28787061994603,469.4878706199461,450.8492722371968,1.0048262548262548
ANAMÃ,AM,135,443.32,451.0985185185185,475.79481481481486,450.31703703703704,507.1111111111111,465.52829629629633,1.0528846153846154
ANANINDEUA,PA,14267,479.85776967827854,499.1827854489381,512.1838788813345,495.2227868507745,614.9197448657742,520.27339314502,1.7482339210025186
ANANÁS,TO,221,448.50678733031674,462.247963800905,484.1927601809955,473.9891402714932,586.2443438914028,491.0361990950226,1.5349264705882353
ANASTÁCIO,MS,289,462.3287197231834,472.65743944636677,492.31384083044986,469.14878892733566,520.553633217993,483.4004844290657,1.6030927835051547
ANCHIETA,ES,918,502.46546840958604,522.5145969498911,533.2477124183007,539.6535947712418,675.6644880174292,554.7091721132898,2.348543689320388
ANDRADAS,MG,473,508.49217758985196,537.1860465116279,542.9116279069767,548.3325581395349,679.5771670190275,563.2999154334037,2.7417355371900825
ANDRADINA,SP,998,498.9224448897795,516.1228456913827,532.1659318637275,542.2484969939879,628.1563126252505,543.5232064128256,2.8664921465968587
ANDRELÂNDIA,MG,574,484.63135888501745,507.1754355400697,521.2759581881534,521.1993031358885,628.5017421602787,532.5567595818816,1.8123924268502583
ANGICOS,RN,980,464.8831632653061,478.8376530612245,498.5726530612245,484.8241836734694,575.8367346938776,500.59087755102047,1.2909982174688057
ANGRA DOS REIS,RJ,1743,498.7259896729776,520.3860585197934,535.2598967297763,524.6275960986804,625.5536431440046,540.9106368330465,2.629115710253998
ANORI,AM,129,453.2627906976744,455.36511627906975,479.74263565891476,473.62248062015505,557.0542635658915,483.80945736434114,1.220532319391635
ANÁPOLIS,GO,6407,507.91418760730454,530.7997970969252,537.523661620103,547.9089433432184,714.9211799594194,567.8135539253941,2.763241736360016
APARECIDA,SP,413,496.9641646489104,527.5041162227603,541.5772397094431,543.5573849878934,628.8135593220339,547.6832929782083,2.305133079847909
APARECIDA DE GOIÂNIA,GO,7052,486.2542824730573,507.9255104934771,522.6770986954056,510.9669597277368,650.609756097561,535.6867214974475,2.115068493150685
APARECIDA DO TABOADO,MS,212,486.3542452830189,509.08396226415095,520.7688679245283,522.513679245283,608.3962264150944,529.4233962264152,2.8138297872340425
APIAÍ,SP,492,471.36056910569107,501.6028455284553,520.0552845528456,499.0012195121951,591.260162601626,516.6560162601626,1.8855421686746987
APODI,RN,1243,489.0937248592116,502.16830249396617,518.0117457763475,523.8099758648432,670.5711987127917,540.730989541432,1.510752688172043
APUCARANA,PR,1792,503.46517857142857,522.3669642857143,536.0801897321428,534.6099330357143,616.9866071428571,542.7017745535713,2.8714076960545545
APUÍ,AM,146,458.9171232876712,466.11232876712324,488.87602739726026,471.44452054794516,521.6438356164383,481.3987671232877,1.2798913043478262
AQUIDAUANA,MS,798,472.90538847117796,487.4438596491228,503.8424812030075,488.07092731829573,593.6842105263158,509.1893734335839,2.0788497217068644
AQUIRAZ,CE,1273,473.38185388845244,488.4290652003142,509.52560879811466,506.56425765907306,627.8711704634721,521.1543912018853,1.546555639666919
ARACAJU,SE,18726,506.1655719320731,527.1191071237852,535.1508384064937,539.3848819822707,674.8232404143971,556.5287279718038,2.700600312767997
ARACATI,CE,1887,473.56550079491257,486.11075781664016,508.2800741918389,506.39904610492846,587.8749337572867,512.4460625331214,1.281573986804901
ARACI,BA,676,452.22943786982245,465.989349112426,484.2489644970414,467.239201183432,552.7218934911242,484.4857692307693,1.1183006535947713
ARACOIABA,CE,928,458.4617456896552,472.25474137931036,492.6412715517241,502.02435344827586,604.9353448275862,506.0634913793104,0.9282407407407407
ARACRUZ,ES,1292,515.3203560371517,533.4082817337461,539.3640866873066,544.0800309597523,662.7708978328174,558.9887306501548,2.7984828496042216
ARAGARÇAS,GO,246,472.1304878048781,489.74227642276423,507.92357723577237,487.130081300813,573.739837398374,506.13325203252043,2.0
ARAGUANÃ,TO,103,442.17184466019415,445.33009708737865,474.21747572815536,445.4873786407767,523.6893203883495,466.1792233009709,1.189922480620155
ARAGUARI,MG,1663,510.95453998797353,532.7517739025857,541.8092603728202,550.2460613349368,688.767288033674,564.905784726398,2.8985714285714286
ARAGUATINS,TO,838,455.323031026253,459.1158711217183,485.1484486873509,472.39785202863965,573.7231503579952,489.14167064439135,1.6464323748668797
ARAGUAÍNA,TO,3966,481.43154311649016,496.32324760463945,512.4663893091275,506.05673222390317,629.3645990922844,525.1285022692889,2.322328410078193
ARAIOSES,MA,384,449.3484375,459.6971354166667,482.8809895833333,455.05859375,541.5625,477.70953124999994,0.9301552106430155
ARAME,MA,424,453.85377358490564,457.1287735849057,475.4193396226415,466.62806603773583,545.6132075471698,479.7286320754717,0.9794188861985472
ARAPIRACA,AL,8663,484.72387163800073,501.2381045827081,515.2645734733926,522.9820616414637,632.1528338912617,531.2722890453654,1.6276326447954637
ARAPOEMA,TO,96,445.85833333333335,443.3541666666667,484.715625,465.82395833333334,521.6666666666666,472.28375000000005,1.5229357798165137
ARAPONGAS,PR,1259,499.8210484511517,521.1504368546466,536.9379666401907,531.6278792692614,622.3669579030977,542.3808578236697,3.153147306943543
ARAPOTI,PR,264,503.58371212121216,524.3973484848484,537.3034090909091,526.1954545454546,603.3333333333334,538.9626515151515,2.866171003717472
ARAPUTANGA,MT,307,463.92899022801305,478.2524429967427,495.4026058631922,481.2465798045603,624.6905537459284,508.7042345276874,2.7517985611510793
ARARANGUÁ,SC,1217,510.470501232539,531.2880854560394,540.2414954806902,535.3517666392769,642.810188989318,552.0324075595727,3.097020626432391
ARARAQUARA,SP,3277,524.1613671040586,542.0853524565151,551.5493439121148,568.0316447970705,686.3411657003356,574.4337747940189,3.7658610271903323
ARARAS,SP,1207,528.931565865783,546.716570008285,555.1336371168186,583.5330571665286,683.5294117647059,579.5688483844242,3.5968100890207717
ARARI,MA,1037,459.77386692381873,470.4289296046287,491.0715525554484,481.69691417550627,597.3191899710704,500.05809064609446,1.1638418079096045
ARARIPE,CE,738,465.9815718157182,486.6321138211382,506.3922764227642,505.40758807588077,616.8563685636857,516.2539837398374,1.0112951807228916
ARARIPINA,PE,2192,467.9806569343066,486.3730383211679,503.0843065693431,508.1883667883211,642.3266423357665,521.5906021897811,1.282903981264637
ARARUAMA,RJ,1584,500.78819444444446,522.1649621212122,534.6104797979798,531.911111111111,639.2550505050505,545.7459595959596,2.385516506922258
ARARUNA,PB,714,456.8359943977591,478.6801120448179,492.6920168067227,476.57689075630253,614.2296918767507,503.80294117647054,1.0305194805194806
ARATUBA,CE,352,460.31789772727274,465.96676136363635,488.6667613636364,492.775,588.6363636363636,499.2725568181818,1.067524115755627
ARAUCÁRIA,PR,2028,500.79787968441815,523.1226331360947,537.420808678501,520.0337771203156,624.3392504930966,541.1428698224852,2.85670482420278
ARAXÁ,MG,1378,516.8137880986937,533.3077648766327,542.8321480406386,563.438098693759,703.9042089985486,572.0592017416545,3.361932938856016
ARAÇATUBA,SP,3077,518.0950276243094,537.8255768605785,545.591257718557,571.502437439064,669.4507637309067,568.4930126746831,3.5510204081632653
ARAÇOIABA,PE,379,460.79551451187336,472.4153034300791,495.4955145118733,485.24564643799476,544.9076517150396,491.7719261213721,1.1501182033096926
ARAÇOIABA DA SERRA,SP,336,506.5943452380953,533.26875,540.7327380952381,544.5005952380952,623.2142857142857,549.6621428571428,3.3506787330316743
ARAÇUAÍ,MG,1373,466.9069191551347,488.8864530225783,507.9914056809905,496.71048798252,617.2614712308813,515.551347414421,1.4735593220338983
ARCOS,MG,511,513.4277886497064,531.6602739726028,541.419373776908,568.5332681017612,689.2367906066536,568.8554990215264,3.289795918367347
ARCOVERDE,PE,2614,473.9582249426167,494.80558530986997,514.0749426166794,514.3397475133895,598.5539403213465,519.1464881407804,1.39102086438152
AREADO,MG,516,490.5238372093023,511.6341085271318,526.1186046511629,527.8903100775194,664.4186046511628,544.1170930232558,2.1011029411764706
AREIA,PB,638,466.3703761755486,482.73902821316614,496.02241379310345,485.6931034482759,603.8871473354232,506.9424137931034,1.182209469153515
AREIA BRANCA,RN,803,474.3625155666251,485.1054794520548,507.3032378580324,489.30211706102114,631.0585305105853,517.4263760896638,1.437888198757764
ARENÁPOLIS,MT,283,460.0742049469965,464.1689045936395,497.55371024734984,483.3155477031802,572.2968197879859,495.4818374558304,2.2940298507462686
ARINOS,MG,590,464.06423728813564,477.7232203389831,494.977627118644,482.8805084745763,590.9491525423729,502.1189491525424,1.639367816091954
ARIPUANÃ,MT,153,473.956862745098,477.22614379084973,498.6986928104575,496.90915032679743,576.6013071895425,504.67843137254897,2.6145374449339207
ARIQUEMES,RO,1566,486.53045977011493,500.08397190293744,515.3040229885057,506.83550446998726,631.647509578544,528.0802937420178,2.394857433808554
AROEIRAS,PB,601,453.11564059900167,471.1109816971714,485.59068219633946,476.0437603993344,601.8968386023295,497.55158069883527,0.9130105900151286
ARRAIAS,TO,296,449.77770270270275,455.47635135135135,481.22331081081086,460.1908783783784,552.8378378378378,479.9012162162162,1.4519704433497538
ARROIO DO MEIO,RS,138,537.7101449275362,554.5934782608696,560.8557971014493,592.1144927536232,716.9565217391304,592.4460869565218,3.2314285714285713
ARROIO GRANDE,RS,300,474.5683333333333,489.812,517.3316666666667,490.8666666666667,555.1333333333333,505.5424,1.6748120300751879
ARTUR NOGUEIRA,SP,733,502.99563437926327,526.5784447476126,541.0019099590723,541.2649386084584,619.6452933151432,546.29724420191,3.081450653983353
ARUJÁ,SP,1286,501.3090202177294,531.5643856920684,544.7851477449456,535.7644634525661,644.3701399688958,551.558631415241,3.192786885245902
ASSARÉ,CE,860,455.8977906976744,469.69000000000005,491.4301162790698,500.6172093023256,554.8139534883721,494.48981395348835,0.9400647948164147
ASSAÍ,PR,520,495.0632692307692,508.10499999999996,527.2063461538461,519.7326923076923,604.9615384615385,531.0137692307692,2.4980879541108987
ASSIS,SP,1656,510.72493961352654,533.0323671497584,545.6513285024155,553.8713164251208,669.6618357487922,562.5883574879227,3.274772036474164
ASSIS CHATEAUBRIAND,PR,657,494.05905631659056,505.9455098934551,526.7403348554034,517.330898021309,627.9756468797565,534.4102891933029,2.713406292749658
ASTORGA,PR,321,498.6386292834891,513.4177570093458,535.1221183800624,529.1355140186915,653.5202492211838,545.9668535825546,2.7790697674418605
ATALAIA,AL,632,449.2952531645569,456.279746835443,480.28022151898733,468.85158227848103,551.4873417721519,481.238829113924,1.1768134715025906
ATALAIA DO NORTE,AM,117,417.2811965811966,430.0196581196581,459.12820512820514,434.3393162393162,495.7264957264957,447.2989743589743,1.2558823529411764
ATIBAIA,SP,2092,517.0299713193116,540.2905831739961,550.5022944550669,566.46534416826,658.7093690248566,566.5995124282982,3.7069036792062837
AUGUSTINÓPOLIS,TO,723,464.0849239280775,471.00442600276625,491.8739972337483,484.88188105117564,609.1009681881051,504.1892392807746,1.4047872340425531
AUGUSTO CORRÊA,PA,640,445.9890625,453.24406250000004,471.085625,457.29359375,550.40625,475.60371875,0.899002493765586
AURIFLAMA,SP,322,496.29627329192544,522.1577639751553,534.3981366459627,544.6394409937888,681.1180124223603,555.7219254658385,2.422145328719723
AURORA,CE,553,470.11157323688974,490.0632911392405,505.0506329113924,516.1985533453887,672.2242314647378,530.7296564195298,1.0674955595026643
AURORA DO PARÁ,PA,296,447.37533783783783,456.8679054054054,475.5402027027027,465.52736486486486,578.918918918919,484.845945945946,1.1218637992831542
AUTAZES,AM,252,447.4535714285714,453.6412698412699,471.9063492063492,449.3178571428572,469.6825396825397,458.40031746031747,1.1410505836575875
AVARÉ,SP,1156,519.1184256055363,537.1101211072664,543.8663494809689,560.8258650519031,665.1384083044983,565.2118339100346,3.017409470752089
AÇAILÂNDIA,MA,1949,471.2039507439713,487.5447922011288,505.2662390969728,490.6519753719856,606.5059004617752,512.2345715751668,1.6609808102345416
AÇU,RN,1683,476.09370172311344,494.8504456327986,508.921568627451,499.4787878787879,622.602495543672,520.3893998811646,1.4452326901248582
BACABAL,MA,2976,462.53655913978497,472.78686155913977,492.7873655913978,486.6845094086022,600.9475806451613,503.14857526881724,1.2318652849740932
BACURI,MA,409,437.56625916870416,441.66552567237164,472.21026894865525,454.86943765281177,568.2640586797066,474.91511002444986,0.8784860557768924
BAEPENDI,MG,309,505.70873786407765,524.762783171521,536.7699029126213,545.8067961165049,688.8025889967638,560.3701618122977,1.92831541218638
BAGÉ,RS,2195,479.51243735763103,510.21799544419133,529.5253302961275,507.2593166287016,571.7813211845103,519.6592801822324,1.9887816331854944
BAIXA GRANDE,BA,871,449.2382319173364,463.055223880597,486.42020665901265,473.93628013777266,585.6486796785305,491.6597244546498,0.8914572864321608
BAIXO GUANDU,ES,334,500.5410179640719,517.9248502994012,531.5413173652694,543.8808383233534,632.2754491017964,545.2326946107785,2.4605978260869565
BAIÃO,PA,702,451.6368945868945,445.925641025641,463.3299145299145,459.3763532763533,546.1253561253561,473.2788319088319,0.9529860228716646
BALNEÁRIO CAMBORIÚ,SC,1379,528.4115300942713,551.924147933285,556.7916606236403,569.127918781726,671.9216823785351,575.6353879622915,4.544856459330144
BALSAS,MA,2878,463.7914523974983,474.3587213342599,494.6974635163308,488.07470465601114,619.638637943016,508.11219596942317,1.8475963177633823
BAMBUÍ,MG,464,512.8502155172414,529.3771551724138,537.7415948275863,557.4732758620689,680.8620689655172,563.6608620689656,2.6107305936073057
BANABUIÚ,CE,273,460.1695970695971,488.49377289377287,505.0578754578754,505.4388278388278,561.5384615384615,504.1397069597069,1.2802013422818792
BANANEIRAS,PB,1173,466.9878090366581,484.72583120204604,501.54543904518334,488.59889173060526,625.0639386189258,513.3843819266838,1.1740250183958794
BANDEIRANTES,PR,832,486.75925480769234,498.5378605769231,519.970673076923,512.9543269230769,600.7692307692307,523.7982692307693,2.366630076838639
BARAÚNA,RN,469,470.8430703624733,476.7223880597015,501.2283582089552,481.99317697228145,645.1172707889126,515.1808528784647,1.3352490421455938
BARBACENA,MG,3456,506.00772569444445,530.4969039351852,537.9560185185185,552.5111979166667,659.5081018518518,557.2959895833333,2.3560975609756096
BARBALHA,CE,1683,494.1398692810458,509.21711229946527,520.6175282234107,533.786274509804,653.2263814616756,542.1974331550803,1.636434108527132
BARCARENA,PA,2593,472.59915156189743,485.6420362514462,501.11542614731974,480.7701504049364,594.685692248361,506.9624913227922,1.7392150502757056
BARCELOS,AM,104,465.7019230769231,478.17499999999995,500.45096153846157,464.0519230769231,549.8076923076923,491.6375,1.3775933609958506
BARRA,BA,972,446.4577160493827,451.266975308642,473.79783950617286,460.51810699588475,545.6584362139918,475.5398148148148,1.0645424836601307
BARRA BONITA,SP,562,516.6843416370107,531.8306049822064,546.120640569395,562.1300711743772,670.0355871886121,565.3602491103204,2.803350970017637
BARRA DA ESTIVA,BA,1116,463.2543010752688,474.210394265233,497.36810035842296,488.28709677419357,570.4301075268817,498.7099999999999,1.2048319327731092
BARRA DE SÃO FRANCISCO,ES,640,479.40500000000003,503.6134375,522.63125,519.50734375,634.09375,531.8501562499999,1.9751344086021505
BARRA DO BUGRES,MT,300,473.84166666666664,490.45900000000006,506.2613333333333,493.5906666666667,589.0,510.63053333333335,2.318075117370892
BARRA DO CHOÇA,BA,595,459.64067226890757,484.93529411764706,502.9324369747899,476.0539495798319,585.8823529411765,501.8889411764706,1.190149625935162
BARRA DO CORDA,MA,1526,467.7115989515072,481.6942988204456,500.4692005242464,491.13682830930543,621.218872870249,512.4461598951508,1.3809096349491323
BARRA DO GARÇAS,MT,1417,487.684474241355,499.626534932957,516.8817925194072,507.4035285815103,601.1997177134792,522.5592095977418,2.6114066193853427
BARRA DO PIRAÍ,RJ,784,513.5823979591836,535.952168367347,543.4117346938775,553.8033163265306,688.8775510204082,567.1254336734694,2.203514739229025
BARRA DO TURVO,SP,61,466.9836065573771,479.25573770491803,501.8524590163934,483.38360655737705,523.2786885245902,490.95081967213116,1.7413793103448276
BARRA MANSA,RJ,1929,499.92260238465525,528.5755832037325,538.2961638154485,543.3669258683256,695.3032659409021,561.0929082426128,2.54671201814059
BARRAS,PI,2049,448.6732552464617,457.9282088823817,479.2586139580283,471.66168862859934,596.4763299170327,490.79961932650076,0.8698807672369103
BARREIRA,CE,461,459.0971800433839,485.9088937093276,500.3058568329718,500.54164859002174,564.2082429501085,502.0123644251627,1.1433506044905009
BARREIRAS,BA,5601,482.0084270665953,498.5112479914301,514.1493661846099,505.7191394393858,641.8496697018389,528.447570076772,1.8712246431254695
BARREIRINHA,AM,475,444.23305263157897,443.78063157894735,460.5658947368421,442.24926315789475,473.93684210526317,452.9531368421052,0.9080604534005038
BARREIRINHAS,MA,870,455.9154022988506,463.76137931034486,485.1094252873563,467.6101149425287,561.4942528735633,486.77811494252876,1.1231375985977212
BARREIROS,PE,1333,465.6630157539385,478.20165041260316,503.31117779444867,499.2885971492873,601.1552888222055,509.52394598649664,1.3859060402684564
BARRETOS,SP,1392,516.7142959770115,531.5565373563218,540.7236350574713,562.3144396551724,660.9626436781609,562.4543103448275,3.1250760803408397
BARRINHA,SP,345,493.3379710144928,507.87942028985503,532.1936231884058,516.0310144927537,629.9130434782609,535.8710144927536,2.4324942791762014
BARRO,CE,565,472.146017699115,496.8001769911504,510.8642477876106,517.4546902654868,664.7433628318585,532.4016991150443,1.0807899461400359
BARROQUINHA,CE,345,461.9040579710145,483.37594202898555,501.08318840579716,499.4084057971014,602.5507246376811,509.6644637681159,1.0298507462686568
BARUERI,SP,5050,504.8307920792079,533.5770495049505,546.2513267326733,542.9847128712871,644.8514851485148,554.4990732673267,3.3657147862648915
BARÃO DE COCAIS,MG,453,504.8273730684326,529.5134657836645,539.5858719646799,541.946357615894,681.8543046357615,559.5454746136866,2.7706521739130436
BARÃO DE GRAJAÚ,MA,451,452.7926829268293,469.8547671840355,487.9186252771618,472.67649667405766,566.9179600886918,490.0321064301552,1.0964419475655431
BATAGUASSU,MS,322,475.73633540372674,494.67670807453413,509.5698757763975,487.56428571428575,600.9316770186335,513.6957763975155,2.310055865921788
BATALHA,AL,1479,450.54239350912775,455.10899256254226,478.6680189317106,474.0833671399595,546.9235970250169,481.06527383367137,0.9633757961783439
BATATAIS,SP,1071,506.2243697478992,525.5603174603175,537.0394024276377,548.5873949579832,652.2875816993464,553.9398132586368,3.076208178438662
BATURITÉ,CE,1337,459.331488406881,468.433133881825,488.02528047868367,486.0498130142109,558.8032909498878,492.1286013462977,0.9841942945258288
