MUNICIPIO,UF,QTD_PARTICIPANTES,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,NOTA_GERAL_MEDIA,RENDA_FAMILIAR_SM_MEDIA
ASSAÍ,PR,670,478.28716417910454,555.7638805970149,498.7308955223881,463.2,532.0,505.59638805970155,2.108982826948481
ASSIS,SP,2936,489.3949591280654,570.667643051771,523.2168596730245,481.59955722070845,542.1464577656676,521.4050953678474,2.682562902282036
ASSIS CHATEAUBRIAND,PR,1163,479.9414445399828,558.6325881341359,497.52983662940665,467.6141014617368,534.8581255374032,507.7152192605331,2.601446442533229
ASTORGA,PR,808,483.9538366336634,560.264603960396,502.842698019802,467.380198019802,541.980198019802,511.28430693069305,2.873987854251012
ATALAIA,AL,891,444.72143658810324,522.792480359147,465.496632996633,421.19012345679016,504.2648709315376,471.6931088664422,1.0920464700625558
ATIBAIA,SP,4475,492.19309497206706,572.1576759776536,523.6848044692738,490.13953072625696,546.7088268156425,524.9767865921788,2.695953436807095
AUGUSTINÓPOLIS,TO,982,444.6748472505092,525.6955193482688,466.98513238289206,426.65448065173115,492.5050916496945,471.3030142566191,1.1911764705882353
AUGUSTO CORRÊA,PA,781,442.3911651728553,526.6859154929577,466.14711907810505,421.30512163892445,506.4532650448143,472.59651728553143,0.8396767466110532
AURIFLAMA,SP,668,486.8462574850299,563.6929640718563,514.6145209580839,490.0324850299401,550.0598802395209,521.0492215568862,2.2442484662576687
AURORA,CE,1094,445.80621572212067,524.1663619744058,461.1672760511883,438.61334552102375,516.0292504570384,477.1564899451554,0.8013351749539595
AUTAZES,AM,260,435.0953846153846,515.0396153846153,457.28653846153844,409.4088461538462,489.38461538461536,461.24299999999994,1.0113031914893618
AVARÉ,SP,1966,493.3881485249237,568.0205493387589,518.7451169888097,491.4480671414039,542.3886063072227,522.7980976602238,2.7784237726098193
AÇAILÂNDIA,MA,3486,464.03995983935744,544.070166379805,488.01887550200803,441.11107286288006,518.9213998852553,491.23229489386114,1.6418884982420894
AÇU,RN,3206,462.53852152214597,543.5722707423581,485.68833437305057,441.5118527760449,528.024329382408,492.2670617592015,1.284225352112676
AÇUCENA,MG,332,471.25120481927706,551.3828313253013,494.67379518072295,480.7409638554217,528.0120481927711,505.21216867469883,1.5873162229073097
BACABAL,MA,4836,454.47241521918943,536.3371381306865,482.2978287841191,434.0017576509512,515.8517369727048,484.5921753515302,1.2165896398998652
BACURI,MA,509,435.14852652259333,516.713163064833,456.91080550098235,421.4992141453831,491.0805500982318,464.2704518664047,0.8781512605042017
BAEPENDI,MG,591,486.53587140439936,570.1368866328257,514.3296108291032,492.31015228426395,544.82910321489,521.6283248730964,1.6725449515905948
BAGÉ,RS,5319,468.7004700131603,552.8840947546531,503.1588456476781,458.39678510998306,511.2566271855612,498.87936454220716,1.7112373251187267
BAIXA GRANDE,BA,937,450.2058697972252,537.1053361792956,473.4615795090715,429.39541088580575,509.8185699039488,479.99735325506936,1.0148837209302326
BAIXO GUANDU,ES,887,477.8788049605412,553.970349492672,498.2782412626832,472.37485907553554,521.6809470124014,504.83664036076664,1.8949306759098787
BAIÃO,PA,951,440.12281808622504,515.993690851735,451.38654048370137,411.3725552050473,494.25867507886437,462.6268559411146,0.8955102040816326
BALNEÁRIO CAMBORIÚ,SC,2930,489.6110580204778,573.0662457337884,524.5718430034129,479.3835494880546,549.0034129692833,523.1272218430034,2.9991458607095924
BALSAS,MA,3779,454.70915586133896,529.9008997089177,468.94503836993914,435.9291082296904,497.50807091823236,477.3984546176237,1.6199252801992527
BAMBUÍ,MG,735,502.05496598639456,573.6638095238095,517.9197278911564,508.02829931972786,555.4761904761905,531.4285986394558,2.276196636481242
BANABUIÚ,CE,584,446.37414383561645,524.0227739726027,461.6696917808219,436.8448630136986,489.1027397260274,471.6028424657534,0.8335202888743285
