MUNICIPIO,UF,QTD_PARTICIPANTES,NOTA_CN_MEDIA,NOTA_CH_MEDIA,NOTA_LC_MEDIA,NOTA_MT_MEDIA,NOTA_REDACAO_MEDIA,MEDIA_GERAL,RENDA_FAMILIAR_SM_MEDIA
ARARIPE,CE,729,485.7617283950617,490.18930041152265,483.3540466392318,486.3514403292181,516.7626886145405,492.483840877915,0.7618343195266272
ARARIPINA,PE,2402,492.6278101582015,498.9489592006661,490.6525395503746,502.96244796003333,517.1606994171524,500.47049125728563,1.0454859910065721
ARARUAMA,RJ,2315,516.0514470842332,529.520950323974,518.071576673866,525.5748596112311,550.5572354211663,527.9552138228942,1.7201354679802956
ARARUNA,PB,842,488.0450118764846,494.99216152019005,485.34928741092637,489.6476247030879,497.29216152019,491.0652494061757,0.9234234234234234
ARATUBA,CE,421,482.78099762470305,495.4788598574822,483.99809976247036,485.58598574821855,486.17577197149643,486.8039429928741,0.76416015625
ARAUCÁRIA,PR,2605,516.7981573896353,534.9328214971209,523.1103262955854,527.4601919385797,516.6909788867563,523.7984952015355,2.291180371352785
ARAXÁ,MG,1976,530.9968623481782,543.7287955465588,528.905060728745,561.2527834008097,582.2165991902834,549.4200202429149,2.4597678142514012
ARAÇATUBA,SP,3604,528.4187569367369,540.1656770255272,530.7875138734739,546.4660654827969,554.3840177580466,540.0444062153163,2.330391061452514
ARAÇOIABA DA SERRA,SP,604,506.71506622516563,527.0579470198676,523.0960264900663,523.9687086092715,509.10596026490066,517.9887417218544,2.0723905723905722
ARAÇUAÍ,MG,1869,496.65708935259494,506.0456393793473,496.40197966827185,508.13889780631354,503.9700374531835,502.24272873194224,1.148964301454385
ARCOS,MG,871,528.9898966704937,535.4659012629162,525.9360505166475,559.2180252583238,561.4006888633754,542.2021125143513,2.2244165170556554
ARCOVERDE,PE,3197,496.62937128558025,506.4539568345324,501.23221770409754,506.9791679699718,508.7394432280263,504.00683140444164,1.1588886216021168
AREADO,MG,1041,515.5858789625361,528.0481268011528,511.8876080691643,534.831604226705,553.7367915465899,528.8180019212297,1.6956352299298518
AREIA,PB,862,495.2349187935035,501.7154292343388,493.69257540603246,485.0532482598608,507.16937354988397,496.57310904872395,1.0177884615384616
AREIA BRANCA,RN,1569,488.8322498406629,490.2985340981517,487.91867431485025,483.9044614404079,486.6666666666667,487.52411727214786,1.169701213818861
ARENÁPOLIS,MT,331,481.7129909365559,489.61238670694866,478.2462235649547,483.70815709969787,472.3262839879154,481.12120845921453,1.5340447154471544
ARINOS,MG,862,487.43793503480276,488.74292343387475,482.51450116009283,482.7931554524362,481.1368909512761,484.52508120649657,1.0919421487603307
ARIPUANÃ,MT,202,486.70544554455444,496.9212871287129,482.36336633663365,481.67227722772276,462.5742574257426,482.04732673267324,1.899390243902439
ARIQUEMES,RO,3177,499.93525338369534,503.0559017941454,496.11665092854895,494.14589235127477,490.25495750708217,496.7017311929493,1.6024941126097196
AROEIRAS,PB,661,488.0611195158851,492.32995461422087,480.53449319213314,480.54538577912257,494.0695915279879,487.10810892586994,0.7651699029126213
ARRAIAS,TO,599,468.669449081803,473.5974958263773,462.66861435726213,457.49649415692824,445.40901502504175,461.5682136894825,0.881453804347826
ARROIO DO MEIO,RS,190,546.1794736842105,554.7578947368421,534.5152631578947,583.1521052631579,603.2631578947369,564.3735789473683,2.9375
ARROIO GRANDE,RS,401,492.95461346633414,506.2917705735661,510.61346633416457,509.03466334164585,509.97506234413964,505.77391521197006,1.4442246835443038
ARTUR NOGUEIRA,SP,1468,512.749863760218,532.3262261580381,524.6710490463215,535.2066076294278,534.9863760217984,527.9880245231607,2.0565582104728013
ARUJÁ,SP,2376,508.6869528619528,524.2706228956229,520.1793771043771,516.8444865319865,512.003367003367,516.3969612794614,1.954932218055956
ASSARÉ,CE,1023,481.7921798631476,486.65464320625614,475.2600195503421,486.84183773216034,487.0576735092864,483.5212707722385,0.8105716878402904
ASSAÍ,PR,728,502.7178571428571,517.6255494505494,504.9546703296703,505.74505494505496,502.4725274725275,506.7031318681319,1.6373239436619718
ASSIS,SP,2242,525.4541926851026,538.364005352364,531.7534344335414,540.7798394290811,540.8206958073149,535.4344335414808,2.26671511627907
ASSIS CHATEAUBRIAND,PR,925,516.219891891892,524.1849729729729,511.79751351351354,518.3072432432433,525.5351351351351,519.2089513513513,2.216376944190302
ASTORGA,PR,724,516.7752762430939,521.7269337016575,508.75082872928175,513.8193370165747,523.5911602209944,516.9327071823204,2.2844739530132787
ATALAIA,AL,781,473.37797695262486,471.5984635083227,469.5980793854033,457.48463508322664,476.64532650448143,469.7408962868118,0.8998643761301989
ATIBAIA,SP,3261,525.988745783502,544.4005213124809,534.0206685065931,548.1027292241644,547.605029132168,540.0235387917817,2.3365447066464604
AUGUSTINÓPOLIS,TO,941,480.4165781083953,482.6749202975558,476.58756641870355,478.4060573857598,487.05632306057385,481.02828905419767,1.0617600631412787
AUGUSTO CORRÊA,PA,791,478.7236409608091,485.2039190897598,471.10063211125157,466.55094816687733,485.6131479140329,477.43845764854615,0.8332619863013698
AURIFLAMA,SP,493,512.9922920892495,532.5377281947261,519.1505070993915,533.0689655172414,545.3549695740365,528.6208924949291,2.001315789473684
AURORA,CE,721,485.30679611650487,487.88571428571424,481.34563106796116,485.3782246879334,506.629680998613,489.3092094313453,0.7322435174746336
AUTAZES,AM,331,465.6138972809668,458.23444108761333,457.5728096676737,458.17069486404836,449.0634441087613,457.7310574018126,0.7769360269360269
AVARÉ,SP,1673,528.8722056186491,540.4812910938433,530.5915720263,546.9338912133892,555.5648535564853,540.4887627017333,2.3826914044152185
AÇAILÂNDIA,MA,3742,490.95539818278996,497.01402993051846,491.02041688936396,488.4605558524853,500.32068412613575,493.5542169962587,1.2749449008214786
AÇU,RN,2822,490.4670800850461,491.9662296243799,485.70910701630055,486.57664776754075,499.65272856130406,490.87435861091427,1.0450682641404292
AÇUCENA,MG,264,498.37424242424237,520.0935606060607,500.69734848484853,507.64659090909095,513.7121212121212,508.10477272727275,1.2429775280898876
BACABAL,MA,4413,487.44699750736464,490.32327215046456,485.3840018128258,483.02395196011787,483.5622025832767,485.9480852028099,0.9713386348575216
BACURI,MA,460,472.5589130434783,467.35347826086957,461.75586956521744,464.1723913043478,457.8695652173913,464.7420434782609,0.7873427672955975
BAEPENDI,MG,472,524.2084745762712,535.5271186440677,523.0877118644067,540.0052966101695,553.3474576271186,535.2352118644068,1.528174603174603
BAGÉ,RS,3120,508.90163461538464,516.1485897435898,516.2301923076923,513.4994871794871,494.4230769230769,509.84059615384615,1.6586636697997548
BAIXA GRANDE,BA,817,482.58384332925334,496.12570379436966,481.9102815177479,476.0533659730722,495.83843329253364,486.50232558139544,0.8267281105990784
BAIXO GUANDU,ES,661,516.836308623298,520.9653555219364,507.2901664145234,528.1869894099848,517.518910741301,518.1595461422087,1.6352601156069364
BAIÃO,PA,868,470.2876728110599,471.6768433179723,461.87453917050686,460.2657834101383,469.9769585253456,466.81635944700463,0.7669902912621359
BALNEÁRIO CAMBORIÚ,SC,2621,522.198397558184,537.5973674170164,530.4491797024036,536.6948874475391,534.6814193056085,532.3242502861502,2.4534696073157614
BALSAS,MA,3341,488.7237354085603,489.5656090990721,481.0741694103562,483.6376234660282,483.5737803052978,485.31498353786293,1.3418705694031556
BAMBUÍ,MG,718,529.6580779944289,537.2128133704736,518.0310584958218,539.8525069637883,553.175487465181,535.5859888579387,1.8388480392156863
BANABUIÚ,CE,392,483.3803571428572,483.4783163265306,484.6775510204082,484.2977040816327,471.2244897959184,481.41168367346944,0.8299418604651163
BANANEIRAS,PB,1636,489.6251833740832,493.10103911980445,487.2549511002445,487.69125916870416,502.92176039119806,492.11883863080686,0.9442800788954635
BANDEIRANTES,PR,1331,500.3687453042825,506.0993989481593,496.523365890308,504.9554470323065,509.93238166791883,503.575867768595,1.8384710234278667
BARAÚNA,RN,781,488.118309859155,494.1624839948784,492.02804097311144,487.6911651728553,489.73111395646606,490.34622279129326,1.0621134020618557
BARBACENA,MG,6045,529.0008933002481,543.3198842018197,527.0107361455748,553.6458891645988,564.4830438378825,543.4920893300248,1.8160043724279835
BARBALHA,CE,1984,506.9464213709677,513.684375,499.27842741935484,513.7442036290323,523.2056451612904,511.37181451612906,1.2623836126629422
BARCARENA,PA,3666,495.0718767048554,503.8989361702128,492.6782869612657,480.464948172395,496.57937806873974,493.7386852154938,1.2421829762594094
BARCELOS,AM,144,491.5944444444445,497.5097222222222,485.9951388888889,481.64930555555554,475.55555555555554,486.46083333333337,1.4095330739299612
BARRA,BA,1001,482.0245754245754,478.9300699300699,470.4317682317682,468.97612387612384,463.15684315684314,472.7038761238761,0.8540361864996521
BARRA BONITA,SP,895,526.3210055865922,539.8827932960894,530.6327374301676,541.1360893854749,554.3240223463687,538.4593296089386,2.2799827437446076
BARRA DA ESTIVA,BA,1202,487.59159733777034,497.70657237936774,484.04875207986686,486.11081530782025,514.675540765391,494.0266555740433,1.0254901960784313
BARRA DE SÃO FRANCISCO,ES,1115,499.8406278026906,509.2734529147982,496.169596412556,507.5568609865471,520.9147982062781,506.7510672645741,1.5785765895953756
BARRA DO BUGRES,MT,620,484.90467741935487,488.4043548387097,480.10016129032255,477.94983870967746,458.96774193548384,478.06535483870965,1.7003424657534247
BARRA DO CHOÇA,BA,670,492.6605970149253,506.0714925373135,496.7261194029851,492.53462686567167,511.7910447761194,499.956776119403,1.023972602739726
BARRA DO CORDA,MA,1810,483.25861878453037,485.61038674033153,481.0614917127072,479.2724861878453,480.44198895027625,481.9289944751381,1.0082197273456295
BARRA DO GARÇAS,MT,3035,506.2928171334431,511.27677100494236,501.5031301482702,500.19037891268533,498.5634266886326,503.5653047775948,1.5737472103875025
BARRA DO PIRAÍ,RJ,1297,524.5425597532768,542.9080185042405,529.4700077101002,536.4781804163454,574.9267540478027,541.6651040863532,1.839515186915888
BARRA DO TURVO,SP,106,491.45188679245285,495.39528301886793,497.0745283018868,475.5877358490566,470.75471698113205,486.0528301886792,1.1271186440677967
BARRA MANSA,RJ,3020,521.4770529801324,541.9604304635761,526.4086754966887,538.2676490066225,566.0198675496689,538.8267350993377,1.9019572088499879
BARRAS,PI,2388,478.986013400335,481.9143634840871,473.0879815745394,473.40833333333336,475.52763819095475,476.5848659966499,0.7071118349619978
BARREIRA,CE,595,486.63949579831933,491.94252100840333,495.54924369747897,493.88957983193274,501.8487394957983,493.9739159663865,0.868231046931408
BARREIRAS,BA,7065,504.91047416843594,510.88443029016275,498.1361217268224,501.9884925690022,547.8584571832979,512.7555951875443,1.393665958952583
BARREIRINHA,AM,520,473.68384615384616,467.78999999999996,459.77826923076924,452.6388461538462,432.2307692307692,457.2243461538461,0.6220715166461159
BARREIRINHAS,MA,1028,484.81780155642025,481.14095330739303,475.6979571984436,472.88492217898835,463.52140077821014,475.612607003891,0.7337259764414135
BARREIROS,PE,1876,487.1160447761194,483.97649253731345,481.45751599147127,482.99013859275055,478.99786780383795,482.90761194029847,1.0090640809443507
BARRETOS,SP,2488,524.7204180064308,532.7209807073955,519.9671221864952,533.1600884244373,533.9630225080385,528.9063263665595,2.2703115455100793
BARRINHA,SP,579,501.2754749568221,512.2887737478411,505.567530224525,503.7485319516408,500.5181347150259,504.679689119171,1.873617256637168
BARRO,CE,822,496.39136253041363,500.5098540145985,488.76532846715327,493.8111922141119,509.58637469586375,497.8128223844283,0.8109619686800895
BARROQUINHA,CE,429,479.36736596736597,491.24941724941726,481.60629370629374,486.5058275058275,523.1701631701632,492.3798135198135,0.7505133470225873
BARUERI,SP,6069,515.3983852364474,533.638836711155,529.7689734717417,531.9813643104301,533.9561707035756,528.94874608667,2.061057375247307
BARÃO DE COCAIS,MG,1033,511.4816069699903,526.9250726040658,514.4567279767667,529.7574056147145,519.2255566311713,520.3692739593419,1.945724907063197
BARÃO DE GRAJAÚ,MA,671,485.52786885245905,481.018479880775,471.79657228017885,474.95812220566324,456.78092399403874,474.01639344262304,0.9223940435280642
BATAGUASSU,MS,498,490.0538152610442,493.24618473895583,487.22429718875503,490.7056224899598,459.55823293172693,484.1576305220884,1.5184659090909092
BATALHA,PI,1468,477.8376702997275,482.5800408719346,474.5934604904632,473.56185286103545,478.01089918256133,477.31678474114443,0.8392221657346213
BATATAIS,SP,1691,526.4795387344767,538.6127735068006,528.070490833826,541.8649911295091,548.5748078060319,536.720520402129,2.3198602794411176
BATURITÉ,CE,1714,484.2000583430572,487.3355309218203,485.038389731622,480.5865810968495,481.0385064177363,483.639813302217,0.8175
BAURU,SP,6693,533.7085014193934,548.2981772000597,537.5488420738085,550.9405199462125,549.9267891827283,544.0845659644405,2.4589451427228943
BAYEUX,PB,3340,490.6758982035928,496.47999999999996,493.2823053892215,489.1694910179641,492.10179640718565,492.3418982035928,1.2109584450402144
BEBEDOURO,SP,1770,532.4187570621468,539.7854237288135,526.2477966101695,548.3163276836158,555.0282485875706,540.3593107344633,2.361462728551336
BEBERIBE,CE,1351,496.51835677276097,501.33538119911174,491.8447816432273,497.90318282753515,515.4404145077721,500.6084233900814,0.8111042183622829
